#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            Coulomb             BlockWeight         BlockCPU            AcceptRatio         
        32   -2.8657836101e+00    8.3671085456e+00   -6.1107645096e+00    3.2449808994e+00    1.0725566831e+00   -7.1833211927e+00    1.1427000000e+04    1.0230413338e-01    9.9342799388e-01
        33   -2.8952111623e+00    8.5290832386e+00   -6.0895640858e+00    3.1943529235e+00    1.0351364580e+00   -7.1247005439e+00    1.1499000000e+04    9.9449953438e-02    9.9383051109e-01
        34   -2.9048955359e+00    8.5849961965e+00   -6.2254645791e+00    3.3205690433e+00    1.0370158341e+00   -7.2624804132e+00    1.1745000000e+04    1.0394355219e-01    9.9280115180e-01
        35   -2.8887143135e+00    8.4911572230e+00   -6.0157130730e+00    3.1269987596e+00    1.0603398085e+00   -7.0760528815e+00    1.1438000000e+04    9.9388334938e-02    9.9365618908e-01
        36   -2.9592187699e+00    8.9019456216e+00   -5.6866205837e+00    2.7274018138e+00    9.7615973059e-01   -6.6627803143e+00    1.2357000000e+04    9.9712313313e-02    9.9315048303e-01
        37   -2.9150454597e+00    8.6550991666e+00   -6.1605540972e+00    3.2455086375e+00    1.0254052831e+00   -7.1859593803e+00    1.2711000000e+04    1.1384595131e-01    9.9314161073e-01
        38   -2.8832847088e+00    8.4616810882e+00   -6.2220415310e+00    3.3387568222e+00    1.0686097434e+00   -7.2906512744e+00    1.2294000000e+04    1.0554922500e-01    9.9384140093e-01
        39   -2.8788657730e+00    8.4284208639e+00   -6.2181002854e+00    3.3392345124e+00    1.0685482179e+00   -7.2866485033e+00    1.2098000000e+04    1.0187709138e-01    9.9415401961e-01
        40   -2.8492090413e+00    8.2656935898e+00   -6.1680727218e+00    3.3188636805e+00    1.0932498212e+00   -7.2613225430e+00    1.1916000000e+04    1.0956414369e-01    9.9460007916e-01
        41   -2.8459540066e+00    8.2482007714e+00   -6.1385836091e+00    3.2926296025e+00    1.1457086358e+00   -7.2842922449e+00    1.1077000000e+04    1.0456776906e-01    9.9310368338e-01
        42   -2.8998579910e+00    8.5376864104e+00   -6.1881126093e+00    3.2882546184e+00    1.0240453883e+00   -7.2121579977e+00    1.1138000000e+04    9.7216228188e-02    9.9343029484e-01
        43   -2.9059278726e+00    8.5891459176e+00   -6.3908638733e+00    3.4849360007e+00    1.0082749958e+00   -7.3991388690e+00    1.1661000000e+04    1.0473275950e-01    9.9310248229e-01
        44   -2.8941890486e+00    8.5351485438e+00   -6.2508787673e+00    3.3566897187e+00    1.0499328089e+00   -7.3008115762e+00    1.1358000000e+04    1.0502028250e-01    9.9397391043e-01
        45   -2.9029842641e+00    8.5862313341e+00   -6.0750420699e+00    3.1720578058e+00    1.0497586177e+00   -7.1248006876e+00    1.1600000000e+04    1.0653501206e-01    9.9449702357e-01
        46   -2.9295147627e+00    8.7313129989e+00   -5.9164811091e+00    2.9869663463e+00    1.0241568011e+00   -6.9406379102e+00    1.2422000000e+04    1.0519620694e-01    9.9500314943e-01
        47   -2.8860190343e+00    8.4830107500e+00   -6.1412662248e+00    3.2552471905e+00    1.0698644510e+00   -7.2111306758e+00    1.2806000000e+04    1.0913610731e-01    9.9270967482e-01
        48   -2.8535430890e+00    8.2866936197e+00   -6.2218732078e+00    3.3683301188e+00    1.0944713906e+00   -7.3163445983e+00    1.2069000000e+04    1.0065708875e-01    9.9275775019e-01
        49   -2.8078234682e+00    8.0273024844e+00   -6.6042174419e+00    3.7963939738e+00    1.1744295378e+00   -7.7786469797e+00    1.1941000000e+04    1.0267740962e-01    9.9370399935e-01
        50   -2.8492510579e+00    8.2707338563e+00   -6.3745409832e+00    3.5252899253e+00    1.1133305628e+00   -7.4878715461e+00    1.1526000000e+04    1.0108931163e-01    9.9285595471e-01
        51   -2.9322836691e+00    8.7428037410e+00   -6.0932973320e+00    3.1610136630e+00    1.0159144215e+00   -7.1092117535e+00    1.2802000000e+04    1.1567689581e-01    9.9323434769e-01
        52   -2.8642800167e+00    8.3394305263e+00   -6.3266377814e+00    3.4623577646e+00    1.0963188919e+00   -7.4229566733e+00    1.2829000000e+04    1.1570934950e-01    9.9332731571e-01
        53   -2.8584890690e+00    8.3132583232e+00   -6.3969770387e+00    3.5384879697e+00    1.0876619754e+00   -7.4846390141e+00    1.2119000000e+04    1.0763122144e-01    9.9389990801e-01
        54   -2.9184799638e+00    8.6630715632e+00   -5.9825412873e+00    3.0640613235e+00    1.0185826224e+00   -7.0011239097e+00    1.1693000000e+04    1.1319809513e-01    9.9377770686e-01
        55   -2.9464102555e+00    8.8191970727e+00   -6.0099682936e+00    3.0635580381e+00    9.7337324171e-01   -6.9833415353e+00    1.2107000000e+04    1.0745306494e-01    9.9307436766e-01
        56   -2.9184104911e+00    8.6758774972e+00   -6.2162947821e+00    3.2978842910e+00    1.0193624491e+00   -7.2356572312e+00    1.2277000000e+04    1.0761105731e-01    9.9314610230e-01
        57   -2.9339745238e+00    8.7529750181e+00   -5.7901122142e+00    2.8561376904e+00    1.0069572146e+00   -6.7970694288e+00    1.2000000000e+04    1.1476822913e-01    9.9439700185e-01
        58   -2.9022010405e+00    8.5794383442e+00   -6.3456294639e+00    3.4434284235e+00    1.0435196244e+00   -7.3891490883e+00    1.2454000000e+04    1.0587204600e-01    9.9370354719e-01
        59   -2.8831200342e+00    8.4618146885e+00   -6.4331966977e+00    3.5500766635e+00    1.0792526812e+00   -7.5124493789e+00    1.2522000000e+04    1.1112686600e-01    9.9299649449e-01
        60   -2.9139682774e+00    8.6381485396e+00   -6.0499626680e+00    3.1359943906e+00    1.0113782087e+00   -7.0613408767e+00    1.2271000000e+04    1.0566881319e-01    9.9433326650e-01
        61   -2.8890732015e+00    8.5048342410e+00   -6.1057473960e+00    3.2166741945e+00    1.0786135517e+00   -7.1843609476e+00    1.2325000000e+04    1.0500604869e-01    9.9366514242e-01
        62   -2.8840831727e+00    8.4576907092e+00   -6.1231553699e+00    3.2390721972e+00    1.0554015159e+00   -7.1785568857e+00    1.2332000000e+04    1.1463062850e-01    9.9459745875e-01
        63   -2.9086471128e+00    8.6049309522e+00   -5.9703379140e+00    3.0616908012e+00    1.0211584536e+00   -6.9914963677e+00    1.2477000000e+04    1.0567514494e-01    9.9405309318e-01
        64   -2.9086154653e+00    8.5963811124e+00   -6.1466174855e+00    3.2380020202e+00    1.0338524911e+00   -7.1804699766e+00    1.2797000000e+04    1.0252683144e-01    9.9370841215e-01
        65   -2.9049169830e+00    8.5698575668e+00   -6.0365596333e+00    3.1316426503e+00    1.0554253210e+00   -7.0919849543e+00    1.2057000000e+04    1.0838315850e-01    9.9417411381e-01
        66   -2.9029492331e+00    8.5742839084e+00   -6.0625022531e+00    3.1595530201e+00    1.0537974917e+00   -7.1162997448e+00    1.1919000000e+04    1.0909713619e-01    9.9448378616e-01
        67   -2.9420007841e+00    8.7871712759e+00   -5.8119421427e+00    2.8699413586e+00    9.9360712513e-01   -6.8055492678e+00    1.1844000000e+04    1.0646884013e-01    9.9446827421e-01
        68   -2.9171918902e+00    8.6564227215e+00   -6.0343332507e+00    3.1171413605e+00    1.0250292920e+00   -7.0593625426e+00    1.2118000000e+04    1.0715440713e-01    9.9379798072e-01
        69   -2.8758949548e+00    8.4191750672e+00   -6.1435172861e+00    3.2676223313e+00    1.0637214912e+00   -7.2072387772e+00    1.1796000000e+04    1.0759133569e-01    9.9382312787e-01
        70   -2.8868735143e+00    8.4957164128e+00   -6.3589813159e+00    3.4721078015e+00    1.0516548363e+00   -7.4106361521e+00    1.1287000000e+04    9.7537992813e-02    9.9474606665e-01
        71   -2.9776916913e+00    9.0142786916e+00   -5.8869550338e+00    2.9092633426e+00    9.3528453745e-01   -6.8222395713e+00    1.1775000000e+04    1.0126517731e-01    9.9386636507e-01
        72   -2.9163811386e+00    8.6466978327e+00   -5.8625245906e+00    2.9461434520e+00    1.0256385053e+00   -6.8881630959e+00    1.2464000000e+04    1.0792067538e-01    9.9440048289e-01
        73   -2.9019596842e+00    8.5601343670e+00   -6.1133444244e+00    3.2113847402e+00    1.0403748093e+00   -7.1537192337e+00    1.2078000000e+04    9.8014510750e-02    9.9275574500e-01
        74   -2.9087490292e+00    8.5945858286e+00   -6.1452192230e+00    3.2364701939e+00    1.0195498027e+00   -7.1647690258e+00    1.2217000000e+04    1.0879272881e-01    9.9288875919e-01
        75   -2.8708810834e+00    8.3898127995e+00   -6.2657344918e+00    3.3948534084e+00    1.0789772032e+00   -7.3447116950e+00    1.1736000000e+04    1.0767521669e-01    9.9376970184e-01
        76   -2.9175295497e+00    8.6607467277e+00   -6.2248370594e+00    3.3073075097e+00    1.0085212944e+00   -7.2333583538e+00    1.2073000000e+04    1.0482260619e-01    9.9282151950e-01
        77   -2.9169675799e+00    8.6686103193e+00   -6.2612804852e+00    3.3443129054e+00    1.0144876354e+00   -7.2757681207e+00    1.2275000000e+04    1.1101122975e-01    9.9409844411e-01
        78   -2.9339820498e+00    8.7593996194e+00   -5.8821407643e+00    2.9481587145e+00    9.9613211433e-01   -6.8782728786e+00    1.2391000000e+04    1.0833355906e-01    9.9371663037e-01
        79   -2.9473442931e+00    8.8316555046e+00   -5.9525658620e+00    3.0052215689e+00    9.7247515995e-01   -6.9250410219e+00    1.2598000000e+04    1.0711679944e-01    9.9400627644e-01
        80   -2.9626179709e+00    8.9141714851e+00   -6.0192977669e+00    3.0566797960e+00    9.6588951818e-01   -6.9851872851e+00    1.2584000000e+04    1.0720646725e-01    9.9305002568e-01
        81   -2.9315088319e+00    8.7387081829e+00   -5.9775907913e+00    3.0460819594e+00    1.0185788118e+00   -6.9961696031e+00    1.2374000000e+04    1.0427069575e-01    9.9411587234e-01
        82   -2.8831291539e+00    8.4623213849e+00   -6.2152702138e+00    3.3321410599e+00    1.0870610141e+00   -7.3023312279e+00    1.1743000000e+04    9.9463459562e-02    9.9309203694e-01
        83   -2.8656879213e+00    8.3759698519e+00   -6.4819617501e+00    3.6162738288e+00    1.1099446366e+00   -7.5919063867e+00    1.1750000000e+04    1.0080851150e-01    9.9343441734e-01
        84   -2.9126709123e+00    8.6272353038e+00   -6.1745839774e+00    3.2619130651e+00    1.0151252645e+00   -7.1897092419e+00    1.2544000000e+04    1.0704365262e-01    9.9328987064e-01
        85   -2.8985034512e+00    8.5536787581e+00   -6.0661943917e+00    3.1676909405e+00    1.0537974665e+00   -7.1199918582e+00    1.2474000000e+04    1.0253891212e-01    9.9282973678e-01
        86   -2.9040635349e+00    8.5683161235e+00   -5.9434001346e+00    3.0393365997e+00    1.0419776160e+00   -6.9853777505e+00    1.1665000000e+04    1.0562628431e-01    9.9449903543e-01
        87   -2.8670906876e+00    8.3631809042e+00   -6.4517556723e+00    3.5846649847e+00    1.0916997755e+00   -7.5434554478e+00    1.1299000000e+04    1.0372590387e-01    9.9275760004e-01
        88   -2.9018353174e+00    8.5478307670e+00   -6.2958455260e+00    3.3940102086e+00    1.0188531641e+00   -7.3146986900e+00    1.1722000000e+04    1.1393439406e-01    9.9391312476e-01
        89   -2.8588996641e+00    8.3238195675e+00   -6.4239619928e+00    3.5650623287e+00    1.1078631421e+00   -7.5318251349e+00    1.1248000000e+04    1.0049454594e-01    9.9359073612e-01
        90   -2.9241008604e+00    8.6852824721e+00   -6.0955811553e+00    3.1714802949e+00    1.0088181788e+00   -7.1043993342e+00    1.2792000000e+04    1.0835787275e-01    9.9316958663e-01
        91   -2.8930509448e+00    8.5254715046e+00   -6.1424084540e+00    3.2493575092e+00    1.0682187342e+00   -7.2106271882e+00    1.2432000000e+04    1.0470342900e-01    9.9277794893e-01
        92   -2.9101045881e+00    8.6180437519e+00   -6.1560430880e+00    3.2459385000e+00    1.0077937892e+00   -7.1638368772e+00    1.2060000000e+04    1.0317375325e-01    9.9294284235e-01
        93   -2.8848864923e+00    8.4663347389e+00   -6.4009513755e+00    3.5160648832e+00    1.0560674014e+00   -7.4570187769e+00    1.2164000000e+04    1.0732705500e-01    9.9370487494e-01
        94   -2.8816911609e+00    8.4558770818e+00   -6.3653208996e+00    3.4836297387e+00    1.0888016615e+00   -7.4541225611e+00    1.1842000000e+04    1.0317844688e-01    9.9310286723e-01
        95   -2.8858109950e+00    8.4854606703e+00   -6.4316092799e+00    3.5457982849e+00    1.0772116545e+00   -7.5088209343e+00    1.2296000000e+04    1.0255210688e-01    9.9361557401e-01
        96   -2.8876328185e+00    8.4892127802e+00   -6.3872755534e+00    3.4996427349e+00    1.0628880536e+00   -7.4501636070e+00    1.1794000000e+04    1.0211770919e-01    9.9358441526e-01
        97   -2.8482975573e+00    8.2644476002e+00   -6.3380756354e+00    3.4897780781e+00    1.1036311526e+00   -7.4417067880e+00    1.1477000000e+04    9.8545257125e-02    9.9328788378e-01
        98   -2.8827692645e+00    8.4871457767e+00   -6.4446641964e+00    3.5618949319e+00    1.1057281125e+00   -7.5503923089e+00    1.1464000000e+04    9.6734798625e-02    9.9271200043e-01
        99   -2.8962959457e+00    8.5472898957e+00   -6.1610734266e+00    3.2647774809e+00    1.0647617149e+00   -7.2258351416e+00    1.2017000000e+04    9.9469655688e-02    9.9349430324e-01
       100   -2.9279626024e+00    8.7159567486e+00   -6.1555731911e+00    3.2276105888e+00    1.0012144914e+00   -7.1567876826e+00    1.2025000000e+04    1.0304587244e-01    9.9321828038e-01
       101   -2.8979876786e+00    8.5445253056e+00   -6.2817031023e+00    3.3837154237e+00    1.0471648370e+00   -7.3288679393e+00    1.2126000000e+04    1.1479476375e-01    9.9375732279e-01
       102   -2.9258866139e+00    8.7187537280e+00   -5.9890676785e+00    3.0631810646e+00    1.0227764135e+00   -7.0118440920e+00    1.1908000000e+04    1.0678394325e-01    9.9419780714e-01
       103   -2.9576954035e+00    8.8921359440e+00   -5.9694279700e+00    3.0117325665e+00    9.5838081300e-01   -6.9278087830e+00    1.1934000000e+04    1.1593539825e-01    9.9474160320e-01
       104   -2.9033935290e+00    8.5712128743e+00   -6.0060757872e+00    3.1026822583e+00    1.0341958119e+00   -7.0402715992e+00    1.2233000000e+04    1.0263702638e-01    9.9347513649e-01
       105   -2.8899825088e+00    8.4971927171e+00   -6.3385343099e+00    3.4485518011e+00    1.0641495008e+00   -7.4026838107e+00    1.1933000000e+04    1.0146149544e-01    9.9332001250e-01
       106   -2.9732883817e+00    8.9818572633e+00   -5.9322980950e+00    2.9590097133e+00    9.3954610025e-01   -6.8718441952e+00    1.2632000000e+04    1.0521690550e-01    9.9360213278e-01
       107   -2.9399394927e+00    8.7901245144e+00   -5.9877682581e+00    3.0478287655e+00    9.8314868124e-01   -6.9709169394e+00    1.2692000000e+04    1.1642039500e-01    9.9425410912e-01
       108   -2.9319960944e+00    8.7456415342e+00   -5.9675658384e+00    3.0355697440e+00    1.0242803276e+00   -6.9918461660e+00    1.2077000000e+04    1.1130545419e-01    9.9341172256e-01
       109   -2.8990445726e+00    8.5630230679e+00   -6.2301933275e+00    3.3311487549e+00    1.0672445088e+00   -7.2974378363e+00    1.2054000000e+04    1.0327801531e-01    9.9324620657e-01
       110   -2.8815035972e+00    8.4747932383e+00   -6.4148059736e+00    3.5333023763e+00    1.0690991623e+00   -7.4839051359e+00    1.2135000000e+04    1.0904125994e-01    9.9436473178e-01
       111   -2.8982488534e+00    8.5557456963e+00   -6.0601463717e+00    3.1618975183e+00    1.0591179939e+00   -7.1192643655e+00    1.2219000000e+04    1.0695727650e-01    9.9373647881e-01
       112   -2.9192170839e+00    8.6752002312e+00   -5.9164588211e+00    2.9972417372e+00    1.0252545823e+00   -6.9417134034e+00    1.1880000000e+04    1.0897862981e-01    9.9393195561e-01
       113   -2.8333171921e+00    8.1821030870e+00   -6.4369241678e+00    3.6036069757e+00    1.1264108879e+00   -7.5633350557e+00    1.1272000000e+04    1.0622264113e-01    9.9379575714e-01
       114   -2.8784982207e+00    8.4218948466e+00   -6.4387396698e+00    3.5602414491e+00    1.0682922216e+00   -7.5070318915e+00    1.1870000000e+04    1.1250385894e-01    9.9289017238e-01
       115   -2.8623484058e+00    8.3412719176e+00   -6.3537101409e+00    3.4913617351e+00    1.0901040145e+00   -7.4438141554e+00    1.1611000000e+04    1.0376948800e-01    9.9328258578e-01
       116   -2.8468422669e+00    8.2513960646e+00   -6.5379601594e+00    3.6911178925e+00    1.1116862025e+00   -7.6496463619e+00    1.0954000000e+04    9.4240401500e-02    9.9332549122e-01
       117   -2.8905931361e+00    8.4958728955e+00   -6.4657152224e+00    3.5751220863e+00    1.0572694077e+00   -7.5229846301e+00    1.1346000000e+04    1.0748121775e-01    9.9167468292e-01
       118   -2.9008726604e+00    8.5680177625e+00   -6.1737530000e+00    3.2728803396e+00    1.0565910864e+00   -7.2303440865e+00    1.1384000000e+04    9.8658191313e-02    9.9304011611e-01
       119   -2.9205500238e+00    8.6740140014e+00   -6.1797054193e+00    3.2591553955e+00    9.8571622468e-01   -7.1654216439e+00    1.1315000000e+04    9.9984839875e-02    9.9411643219e-01
       120   -2.8920010049e+00    8.4967970191e+00   -5.9766492160e+00    3.0846482111e+00    1.0387114924e+00   -7.0153607085e+00    1.2332000000e+04    1.0444120906e-01    9.9346715402e-01
       121   -2.8805819640e+00    8.4475644989e+00   -6.0892722551e+00    3.2086902911e+00    1.0668705553e+00   -7.1561428104e+00    1.2181000000e+04    1.0180710869e-01    9.9279919686e-01
       122   -2.9146409222e+00    8.6483528929e+00   -6.0217747699e+00    3.1071338478e+00    1.0302308001e+00   -7.0520055700e+00    1.2224000000e+04    1.0387666431e-01    9.9401487736e-01
       123   -2.9333730995e+00    8.7396468551e+00   -5.9173368919e+00    2.9839637925e+00    9.8509644888e-01   -6.9024333408e+00    1.2177000000e+04    1.0842466656e-01    9.9299367300e-01
       124   -2.8765091448e+00    8.4287989375e+00   -6.2784085049e+00    3.4018993601e+00    1.0780376567e+00   -7.3564461616e+00    1.1479000000e+04    1.0271584863e-01    9.9391925231e-01
       125   -2.9064243854e+00    8.5985823074e+00   -6.1556760611e+00    3.2492516757e+00    1.0373435715e+00   -7.1930196326e+00    1.1999000000e+04    1.0742459481e-01    9.9362409928e-01
       126   -2.8515856386e+00    8.2719503526e+00   -6.1022988347e+00    3.2507131960e+00    1.1234594992e+00   -7.2257583339e+00    1.1840000000e+04    9.6936780875e-02    9.9391295840e-01
       127   -2.8980678889e+00    8.5464002350e+00   -6.1871528050e+00    3.2890849161e+00    1.0451475896e+00   -7.2323003946e+00    1.1362000000e+04    9.9881115750e-02    9.9424934316e-01
       128   -2.8717874594e+00    8.4102472463e+00   -6.3649010486e+00    3.4931135891e+00    1.0933502376e+00   -7.4582512861e+00    1.1797000000e+04    1.0077006450e-01    9.9268729681e-01
       129   -2.9316428841e+00    8.7380795112e+00   -6.1615028238e+00    3.2298599397e+00    1.0112523213e+00   -7.1727551451e+00    1.1705000000e+04    1.0013136675e-01    9.9416548559e-01
       130   -2.9290821932e+00    8.7062182550e+00   -6.1046375644e+00    3.1755553712e+00    1.0015173088e+00   -7.1061548732e+00    1.1631000000e+04    1.0549547875e-01    9.9313975675e-01
       131   -2.9330203787e+00    8.7507688663e+00   -6.2118503951e+00    3.2788300163e+00    9.8517566821e-01   -7.1970260633e+00    1.1842000000e+04    1.0116468306e-01    9.9436387770e-01
       132   -2.9038032796e+00    8.5819776975e+00   -6.2093799865e+00    3.3055767068e+00    1.0204434432e+00   -7.2298234296e+00    1.2177000000e+04    1.0657725194e-01    9.9397683181e-01
       133   -2.9276754495e+00    8.7193234162e+00   -6.1099984288e+00    3.1823229793e+00    1.0170114017e+00   -7.1270098305e+00    1.1898000000e+04    1.0406378044e-01    9.9329558362e-01
       134   -2.9274946279e+00    8.7197807415e+00   -6.0766271338e+00    3.1491325059e+00    1.0067609913e+00   -7.0833881251e+00    1.2480000000e+04    1.1027313231e-01    9.9377648962e-01
       135   -2.9263144797e+00    8.7184403342e+00   -5.8945409438e+00    2.9682264641e+00    1.0259713066e+00   -6.9205122505e+00    1.2218000000e+04    1.0352045931e-01    9.9339761418e-01
       136   -2.8926891198e+00    8.5351185601e+00   -6.3489684493e+00    3.4562793296e+00    1.0597755284e+00   -7.4087439778e+00    1.2318000000e+04    1.1016815206e-01    9.9350914124e-01
       137   -2.9106040216e+00    8.6213404916e+00   -5.9088758030e+00    2.9982717813e+00    1.0303236578e+00   -6.9391994607e+00    1.2400000000e+04    1.0940179775e-01    9.9332808294e-01
       138   -2.8721177912e+00    8.3892639528e+00   -6.2311705995e+00    3.3590528083e+00    1.0863787519e+00   -7.3175493515e+00    1.1324000000e+04    9.4351373125e-02    9.9299896915e-01
       139   -2.8717708697e+00    8.4056248152e+00   -6.2061381397e+00    3.3343672700e+00    1.0752438230e+00   -7.2813819627e+00    1.1518000000e+04    1.0144274525e-01    9.9363891259e-01
       140   -2.8977654912e+00    8.5463514566e+00   -6.2255348719e+00    3.3277693807e+00    1.0382831835e+00   -7.2638180554e+00    1.1912000000e+04    1.1090122531e-01    9.9289354908e-01
       141   -2.8973817683e+00    8.5397531572e+00   -6.1773201785e+00    3.2799384102e+00    1.0424460189e+00   -7.2197661974e+00    1.1912000000e+04    1.0176581256e-01    9.9324676276e-01
       142   -2.8256747170e+00    8.1344315392e+00   -6.3003608686e+00    3.4746861516e+00    1.1580407015e+00   -7.4584015701e+00    1.1714000000e+04    1.0117421400e-01    9.9398771221e-01
       143   -2.8713375297e+00    8.3870973165e+00   -6.2301192454e+00    3.3587817157e+00    1.0955734621e+00   -7.3256927075e+00    1.1822000000e+04    1.0481804231e-01    9.9439794917e-01
