# Index          LocalEnergy            Variance              Weight        NumOfWalkers      AvgSentWalkers         TrialEnergy             DiffEff      LivingFraction
       287   -1.7254331120e+01    2.3939992930e-01    1.0300331668e+04    1.0301000000e+04    2.5000000000e-01   -1.7265427728e+01    9.9501706041e-01    9.9902922046e-01
       288   -1.7251425075e+01    2.2388176453e-01    1.0299352769e+04    1.0300000000e+04    3.7500000000e-01   -1.7265287567e+01    9.9572557284e-01    9.9893203883e-01
       289   -1.7252513263e+01    2.6422918302e-01    1.0293305473e+04    1.0294000000e+04    2.5000000000e-01   -1.7264677814e+01    9.9593932426e-01    9.9912570429e-01
       290   -1.7259996743e+01    2.6601991137e-01    1.0288492177e+04    1.0289000000e+04    4.3750000000e-01   -1.7264149907e+01    9.9572016694e-01    9.9931966177e-01
       291   -1.7256455320e+01    2.1311089399e-01    1.0285644190e+04    1.0286000000e+04    3.1250000000e-01   -1.7263822359e+01    9.9570613977e-01    9.9902780478e-01
       292   -1.7253431265e+01    2.0745025119e-01    1.0278579477e+04    1.0279000000e+04    3.7500000000e-01   -1.7263145010e+01    9.9568435692e-01    9.9961085709e-01
       293   -1.7253503178e+01    2.1839383472e-01    1.0284469480e+04    1.0285000000e+04    3.1250000000e-01   -1.7263713589e+01    9.9601068766e-01    9.9902771026e-01
       294   -1.7249016117e+01    2.2013057284e-01    1.0281374453e+04    1.0282000000e+04    4.3750000000e-01   -1.7263391460e+01    9.9500678267e-01    9.9912468391e-01
       295   -1.7252747568e+01    2.6389467246e-01    1.0278312357e+04    1.0279000000e+04    3.7500000000e-01   -1.7263069927e+01    9.9563620825e-01    9.9922171417e-01
       296   -1.7251546144e+01    2.5840280601e-01    1.0276379888e+04    1.0277000000e+04    3.1250000000e-01   -1.7262823028e+01    9.9544995219e-01    9.9892964873e-01
       297   -1.7250269931e+01    2.3839325702e-01    1.0272413701e+04    1.0273000000e+04    4.3750000000e-01   -1.7262400898e+01    9.9617442119e-01    9.9912391706e-01
       298   -1.7253646816e+01    2.0234641003e-01    1.0266488092e+04    1.0267000000e+04    2.5000000000e-01   -1.7261778100e+01    9.9581315871e-01    9.9931820395e-01
       299   -1.7254759931e+01    2.6527019493e-01    1.0264621918e+04    1.0265000000e+04    2.5000000000e-01   -1.7261538684e+01    9.9637014707e-01    9.9912323429e-01
       300   -1.7260650222e+01    2.3922989090e-01    1.0262819924e+04    1.0263000000e+04    3.7500000000e-01   -1.7261316561e+01    9.9549695251e-01    9.9951281302e-01
       301   -1.7264417930e+01    2.5190465759e-01    1.0270017352e+04    1.0270000000e+04    4.3750000000e-01   -1.7261976933e+01    9.9556404270e-01    9.9941577410e-01
       302   -1.7255556839e+01    2.1940816404e-01    1.0268878894e+04    1.0269000000e+04    3.7500000000e-01   -1.7261887471e+01    9.9573245993e-01    9.9941571721e-01
       303   -1.7258993649e+01    2.2620172015e-01    1.0268760073e+04    1.0269000000e+04    3.7500000000e-01   -1.7261913868e+01    9.9560321935e-01    9.9922095628e-01
       304   -1.7260330901e+01    2.2245277283e-01    1.0268889277e+04    1.0269000000e+04    3.1250000000e-01   -1.7261896569e+01    9.9579478663e-01    9.9922095628e-01
       305   -1.7260790282e+01    2.3303003746e-01    1.0273930937e+04    1.0274000000e+04    3.7500000000e-01   -1.7262382987e+01    9.9590208823e-01    9.9902666926e-01
       306   -1.7263516788e+01    2.2210706377e-01    1.0267024304e+04    1.0267000000e+04    4.3750000000e-01   -1.7261707553e+01    9.9523551795e-01    9.9961040226e-01
       307   -1.7256910761e+01    2.1448344635e-01    1.0270897594e+04    1.0271000000e+04    1.8750000000e-01   -1.7262105365e+01    9.9534277572e-01    9.9922110797e-01
       308   -1.7255911470e+01    2.3088259838e-01    1.0269717288e+04    1.0270000000e+04    5.0000000000e-01   -1.7262029317e+01    9.9535559164e-01    9.9980525803e-01
       309   -1.7257295414e+01    2.3565292675e-01    1.0277689175e+04    1.0278000000e+04    2.5000000000e-01   -1.7262797488e+01    9.9588973401e-01    9.9951352403e-01
       310   -1.7254472877e+01    2.4393936419e-01    1.0284613433e+04    1.0285000000e+04    3.7500000000e-01   -1.7263463170e+01    9.9512503995e-01    9.9951385513e-01
       311   -1.7256379273e+01    2.3463971476e-01    1.0288567550e+04    1.0289000000e+04    3.1250000000e-01   -1.7263843561e+01    9.9511532052e-01    9.9922247060e-01
       312   -1.7251873601e+01    2.3833663685e-01    1.0288505671e+04    1.0289000000e+04    3.1250000000e-01   -1.7263821877e+01    9.9529186035e-01    9.9931966177e-01
       313   -1.7252046486e+01    2.6533745933e-01    1.0286385825e+04    1.0287000000e+04    3.1250000000e-01   -1.7263614946e+01    9.9538847528e-01    9.9834742879e-01
       314   -1.7254000238e+01    2.1688343221e-01    1.0280486166e+04    1.0281000000e+04    5.0000000000e-01   -1.7262998048e+01    9.9546121610e-01    9.9931913238e-01
       315   -1.7251186436e+01    2.3540480012e-01    1.0279468696e+04    1.0280000000e+04    2.5000000000e-01   -1.7262868425e+01    9.9593850234e-01    9.9922178988e-01
       316   -1.7253891964e+01    2.3576972971e-01    1.0280466050e+04    1.0281000000e+04    3.7500000000e-01   -1.7262942689e+01    9.9580099588e-01    9.9931913238e-01
       317   -1.7254673913e+01    2.3895054429e-01    1.0280502932e+04    1.0281000000e+04    2.5000000000e-01   -1.7262906928e+01    9.9542375335e-01    9.9931913238e-01
       318   -1.7260207089e+01    2.2775748568e-01    1.0280656288e+04    1.0281000000e+04    3.7500000000e-01   -1.7262883904e+01    9.9517509297e-01    9.9922186558e-01
       319   -1.7256354031e+01    2.4005108869e-01    1.0278762873e+04    1.0279000000e+04    2.5000000000e-01   -1.7262670109e+01    9.9554085997e-01    9.9970814282e-01
       320   -1.7258235900e+01    2.2074501071e-01    1.0283676033e+04    1.0284000000e+04    3.1250000000e-01   -1.7263162503e+01    9.9585968083e-01    9.9931933100e-01
       321   -1.7257838056e+01    2.3682397313e-01    1.0282709179e+04    1.0283000000e+04    2.5000000000e-01   -1.7263053854e+01    9.9564722879e-01    9.9883302538e-01
       322   -1.7261556263e+01    2.2498163566e-01    1.0277803119e+04    1.0278000000e+04    3.7500000000e-01   -1.7262564669e+01    9.9560463748e-01    9.9961081923e-01
       323   -1.7261424079e+01    2.0938585589e-01    1.0278932149e+04    1.0279000000e+04    2.5000000000e-01   -1.7262657374e+01    9.9550613160e-01    9.9961085709e-01
       324   -1.7263665819e+01    2.4655457132e-01    1.0283931975e+04    1.0284000000e+04    2.5000000000e-01   -1.7263155739e+01    9.9522886550e-01    9.9951380786e-01
       325   -1.7259632377e+01    2.4035557785e-01    1.0286860498e+04    1.0287000000e+04    3.1250000000e-01   -1.7263458772e+01    9.9606997620e-01    9.9912510936e-01
       326   -1.7254376430e+01    2.2766625780e-01    1.0281694533e+04    1.0282000000e+04    2.5000000000e-01   -1.7262993782e+01    9.9566131119e-01    9.9961097063e-01
       327   -1.7258148405e+01    2.4043091501e-01    1.0286623526e+04    1.0287000000e+04    5.0000000000e-01   -1.7263483175e+01    9.9520931264e-01    9.9941673957e-01
       328   -1.7251897546e+01    2.4415328526e-01    1.0284571325e+04    1.0285000000e+04    2.5000000000e-01   -1.7263268878e+01    9.9535365211e-01    9.9902771026e-01
       329   -1.7252478009e+01    2.2616365704e-01    1.0283439165e+04    1.0284000000e+04    3.7500000000e-01   -1.7263168433e+01    9.9502911106e-01    9.9902761571e-01
       330   -1.7249670622e+01    2.9586893946e-01    1.0282394179e+04    1.0283000000e+04    4.3750000000e-01   -1.7263040828e+01    9.9536732595e-01    9.9931926481e-01
       331   -1.7256071770e+01    2.7537851018e-01    1.0283472296e+04    1.0284000000e+04    2.5000000000e-01   -1.7263110485e+01    9.9514051849e-01    9.9951380786e-01
       332   -1.7258927913e+01    2.8626644839e-01    1.0285687533e+04    1.0286000000e+04    3.1250000000e-01   -1.7263265494e+01    9.9529412314e-01    9.9902780478e-01
       333   -1.7259874273e+01    2.4545513225e-01    1.0281808847e+04    1.0282000000e+04    3.1250000000e-01   -1.7262864902e+01    9.9593207855e-01    9.9902742657e-01
       334   -1.7256235584e+01    2.2710756746e-01    1.0276783250e+04    1.0277000000e+04    3.1250000000e-01   -1.7262379165e+01    9.9582740502e-01    9.9902695339e-01
       335   -1.7262675542e+01    2.2519518884e-01    1.0275870583e+04    1.0276000000e+04    4.3750000000e-01   -1.7262286544e+01    9.9572282125e-01    9.9922148696e-01
       336   -1.7264273755e+01    2.4410581666e-01    1.0274065110e+04    1.0274000000e+04    3.1250000000e-01   -1.7262081128e+01    9.9558399494e-01    9.9941600156e-01
       337   -1.7264484276e+01    2.4813195739e-01    1.0273110127e+04    1.0273000000e+04    1.2500000000e-01   -1.7262000285e+01    9.9532350840e-01    9.9970797235e-01
       338   -1.7267466663e+01    2.4128134570e-01    1.0280159828e+04    1.0280000000e+04    3.1250000000e-01   -1.7262704522e+01    9.9443067774e-01    9.9951361868e-01
       339   -1.7264555044e+01    2.3391818873e-01    1.0283154427e+04    1.0283000000e+04    2.5000000000e-01   -1.7263020067e+01    9.9599928888e-01    9.9941651269e-01
       340   -1.7259910654e+01    2.3978254556e-01    1.0287938496e+04    1.0288000000e+04    3.7500000000e-01   -1.7263542176e+01    9.9578908659e-01    9.9912519440e-01
       341   -1.7263563056e+01    2.6305027584e-01    1.0285902480e+04    1.0286000000e+04    2.5000000000e-01   -1.7263371363e+01    9.9541700055e-01    9.9931946335e-01
       342   -1.7270825432e+01    2.4817170769e-01    1.0285166096e+04    1.0285000000e+04    3.1250000000e-01   -1.7263278360e+01    9.9580118371e-01    9.9941662615e-01
       343   -1.7267495690e+01    2.3175882487e-01    1.0284275042e+04    1.0284000000e+04    3.1250000000e-01   -1.7263200342e+01    9.9547980274e-01    9.9931933100e-01
       344   -1.7266690936e+01    2.9197418501e-01    1.0286120101e+04    1.0286000000e+04    5.0000000000e-01   -1.7263443623e+01    9.9587844131e-01    9.9922224383e-01
       345   -1.7264623248e+01    2.5605411851e-01    1.0288993912e+04    1.0289000000e+04    1.8750000000e-01   -1.7263770072e+01    9.9588599887e-01    9.9941685295e-01
       346   -1.7263905299e+01    2.3672910332e-01    1.0297937922e+04    1.0298000000e+04    3.7500000000e-01   -1.7264675690e+01    9.9576217866e-01    9.9932025636e-01
       347   -1.7264928984e+01    2.2549198410e-01    1.0299960024e+04    1.0300000000e+04    3.1250000000e-01   -1.7264892538e+01    9.9516973867e-01    9.9912621359e-01
       348   -1.7268864116e+01    2.1769960379e-01    1.0298118595e+04    1.0298000000e+04    3.1250000000e-01   -1.7264717921e+01    9.9532198593e-01    9.9932025636e-01
       349   -1.7266740885e+01    2.4161493938e-01    1.0302136028e+04    1.0302000000e+04    3.7500000000e-01   -1.7265129801e+01    9.9571534247e-01    9.9970879441e-01
       350   -1.7266477102e+01    2.4115411944e-01    1.0306977065e+04    1.0307000000e+04    3.1250000000e-01   -1.7265654109e+01    9.9594717076e-01    9.9902978558e-01
       351   -1.7263774687e+01    2.6627923312e-01    1.0305900380e+04    1.0306000000e+04    3.1250000000e-01   -1.7265587395e+01    9.9531520751e-01    9.9951484572e-01
       352   -1.7259921134e+01    2.1408563299e-01    1.0303754015e+04    1.0304000000e+04    2.5000000000e-01   -1.7265422340e+01    9.9577327763e-01    9.9932065217e-01
       353   -1.7266021304e+01    2.3932810300e-01    1.0303855760e+04    1.0304000000e+04    3.1250000000e-01   -1.7265440454e+01    9.9514909809e-01    9.9980590062e-01
       354   -1.7258294218e+01    2.3324433758e-01    1.0312763823e+04    1.0313000000e+04    4.3750000000e-01   -1.7266316320e+01    9.9571023702e-01    9.9951517502e-01
       355   -1.7259604805e+01    2.2205187198e-01    1.0312608811e+04    1.0313000000e+04    1.8750000000e-01   -1.7266343021e+01    9.9536636483e-01    9.9932124503e-01
       356   -1.7253257241e+01    5.4007075407e-01    1.0311435181e+04    1.0312000000e+04    2.5000000000e-01   -1.7266242359e+01    9.9541999713e-01    9.9941815361e-01
       357   -1.7261547464e+01    2.2807732491e-01    1.0320456232e+04    1.0321000000e+04    3.7500000000e-01   -1.7267116184e+01    9.9560844497e-01    9.9941866098e-01
       358   -1.7256764247e+01    2.1958125408e-01    1.0324575206e+04    1.0325000000e+04    5.0000000000e-01   -1.7267480490e+01    9.9555761712e-01    9.9864406780e-01
       359   -1.7260376848e+01    2.5299109208e-01    1.0322575606e+04    1.0323000000e+04    5.0000000000e-01   -1.7267295776e+01    9.9571118881e-01    9.9912816042e-01
       360   -1.7257350811e+01    2.5396335431e-01    1.0321584328e+04    1.0322000000e+04    2.5000000000e-01   -1.7267189444e+01    9.9531302149e-01    9.9893431506e-01
       361   -1.7263297393e+01    2.2490753490e-01    1.0316661734e+04    1.0317000000e+04    3.1250000000e-01   -1.7266709382e+01    9.9538171682e-01    9.9912765339e-01
       362   -1.7257963523e+01    2.1536993027e-01    1.0314703701e+04    1.0315000000e+04    3.1250000000e-01   -1.7266508381e+01    9.9554336297e-01    9.9932137664e-01
       363   -1.7258443476e+01    2.2988187159e-01    1.0315561088e+04    1.0316000000e+04    1.8750000000e-01   -1.7266620861e+01    9.9569188791e-01    9.9912756883e-01
       364   -1.7259713081e+01    2.1962886645e-01    1.0311651900e+04    1.0312000000e+04    3.7500000000e-01   -1.7266228255e+01    9.9556498358e-01    9.9932117921e-01
       365   -1.7259465083e+01    1.9664715544e-01    1.0310673519e+04    1.0311000000e+04    2.5000000000e-01   -1.7266128340e+01    9.9578225916e-01    9.9932111337e-01
       366   -1.7266536474e+01    1.9440032397e-01    1.0312833333e+04    1.0313000000e+04    3.7500000000e-01   -1.7266324147e+01    9.9516532027e-01    9.9980607001e-01
       367   -1.7264156404e+01    2.4861685978e-01    1.0317882343e+04    1.0318000000e+04    4.3750000000e-01   -1.7266809770e+01    9.9562130600e-01    9.9854622989e-01
       368   -1.7264046244e+01    2.0989620115e-01    1.0310874326e+04    1.0311000000e+04    5.0000000000e-01   -1.7266158409e+01    9.9552148007e-01    9.9922412957e-01
       369   -1.7264952622e+01    2.2948572012e-01    1.0308923216e+04    1.0309000000e+04    3.1250000000e-01   -1.7265982667e+01    9.9563147089e-01    9.9941798429e-01
       370   -1.7263252910e+01    2.3353644581e-01    1.0306898163e+04    1.0307000000e+04    2.5000000000e-01   -1.7265806344e+01    9.9489122035e-01    9.9932084991e-01
       371   -1.7260184345e+01    2.2780598753e-01    1.0309760113e+04    1.0310000000e+04    5.6250000000e-01   -1.7266118280e+01    9.9485359343e-01    9.9883608147e-01
       372   -1.7266149182e+01    2.1397949429e-01    1.0302908013e+04    1.0303000000e+04    4.3750000000e-01   -1.7265453610e+01    9.9534837200e-01    9.9951470446e-01
       373   -1.7266317611e+01    2.1150616520e-01    1.0302039423e+04    1.0302000000e+04    3.1250000000e-01   -1.7265359711e+01    9.9567698392e-01    9.9893224617e-01
       374   -1.7268190665e+01    2.5648084480e-01    1.0299075732e+04    1.0299000000e+04    3.7500000000e-01   -1.7265093375e+01    9.9506432787e-01    9.9961161278e-01
       375   -1.7268397259e+01    2.3877262280e-01    1.0302085580e+04    1.0302000000e+04    3.1250000000e-01   -1.7265409967e+01    9.9550793078e-01    9.9932052029e-01
       376   -1.7262219532e+01    2.2479732418e-01    1.0298997568e+04    1.0299000000e+04    3.7500000000e-01   -1.7265150665e+01    9.9560284201e-01    9.9932032236e-01
       377   -1.7269166669e+01    2.2328752925e-01    1.0306991321e+04    1.0307000000e+04    5.0000000000e-01   -1.7265959599e+01    9.9564497634e-01    9.9932084991e-01
       378   -1.7265334825e+01    2.3922427251e-01    1.0307062213e+04    1.0307000000e+04    2.5000000000e-01   -1.7265969605e+01    9.9533408092e-01    9.9990297856e-01
       379   -1.7262194964e+01    2.6548458858e-01    1.0309848973e+04    1.0310000000e+04    1.2500000000e-01   -1.7266295461e+01    9.9533780448e-01    9.9903006790e-01
       380   -1.7264787336e+01    2.2993488045e-01    1.0307869132e+04    1.0308000000e+04    3.7500000000e-01   -1.7266122356e+01    9.9551361645e-01    9.9932091579e-01
       381   -1.7265940382e+01    2.3279242307e-01    1.0305965153e+04    1.0306000000e+04    3.1250000000e-01   -1.7265937891e+01    9.9517310906e-01    9.9902969144e-01
       382   -1.7264302068e+01    2.3224541841e-01    1.0309948508e+04    1.0310000000e+04    4.3750000000e-01   -1.7266344641e+01    9.9541922865e-01    9.9932104753e-01
       383   -1.7265400557e+01    2.3293247998e-01    1.0308902805e+04    1.0309000000e+04    2.5000000000e-01   -1.7266270288e+01    9.9543692226e-01    9.9893297119e-01
       384   -1.7267122559e+01    2.3632532151e-01    1.0304993238e+04    1.0305000000e+04    3.7500000000e-01   -1.7265898918e+01    9.9571225306e-01    9.9912663755e-01
       385   -1.7267063747e+01    2.5114541101e-01    1.0306052339e+04    1.0306000000e+04    3.1250000000e-01   -1.7266016407e+01    9.9568265260e-01    9.9893266059e-01
       386   -1.7265456433e+01    2.2011146066e-01    1.0301026555e+04    1.0301000000e+04    3.1250000000e-01   -1.7265557467e+01    9.9508520857e-01    9.9941753228e-01
       387   -1.7261894983e+01    2.3004909894e-01    1.0300892932e+04    1.0301000000e+04    2.5000000000e-01   -1.7265583410e+01    9.9527670325e-01    9.9922337637e-01
       388   -1.7265555011e+01    2.4274875813e-01    1.0300861243e+04    1.0301000000e+04    1.8750000000e-01   -1.7265603592e+01    9.9605459282e-01    9.9902922046e-01
       389   -1.7263565038e+01    2.0599884577e-01    1.0298918862e+04    1.0299000000e+04    3.7500000000e-01   -1.7265417136e+01    9.9599451216e-01    9.9941741917e-01
       390   -1.7261604287e+01    2.6620091712e-01    1.0301785413e+04    1.0302000000e+04    3.7500000000e-01   -1.7265728670e+01    9.9548588672e-01    9.9932052029e-01
       391   -1.7262697977e+01    2.3131837570e-01    1.0299760798e+04    1.0300000000e+04    2.5000000000e-01   -1.7265547823e+01    9.9515253492e-01    9.9883495146e-01
       392   -1.7261388890e+01    2.3619407851e-01    1.0290823335e+04    1.0291000000e+04    2.5000000000e-01   -1.7264680157e+01    9.9511191827e-01    9.9931979399e-01
       393   -1.7265321015e+01    2.5868817675e-01    1.0289859976e+04    1.0290000000e+04    3.7500000000e-01   -1.7264593171e+01    9.9527075827e-01    9.9844509232e-01
       394   -1.7262978469e+01    2.4360916305e-01    1.0284979354e+04    1.0285000000e+04    4.3750000000e-01   -1.7264112813e+01    9.9567127529e-01    9.9941662615e-01
       395   -1.7264770796e+01    2.9787782683e-01    1.0284988687e+04    1.0285000000e+04    2.5000000000e-01   -1.7264131773e+01    9.9545842899e-01    9.9902771026e-01
       396   -1.7261527657e+01    2.3586537143e-01    1.0277049197e+04    1.0277000000e+04    3.7500000000e-01   -1.7263364556e+01    9.9425445145e-01    9.9902695339e-01
       397   -1.7260476154e+01    2.5879749634e-01    1.0273849090e+04    1.0274000000e+04    3.7500000000e-01   -1.7263089478e+01    9.9578073233e-01    9.9912400234e-01
       398   -1.7263843125e+01    2.3777847148e-01    1.0273905807e+04    1.0274000000e+04    3.7500000000e-01   -1.7263095361e+01    9.9589054084e-01    9.9912400234e-01
       399   -1.7263440407e+01    2.2960912436e-01    1.0272026324e+04    1.0272000000e+04    3.7500000000e-01   -1.7262903002e+01    9.9524102415e-01    9.9902647975e-01
       400   -1.7264695886e+01    2.4561615776e-01    1.0268076042e+04    1.0268000000e+04    3.7500000000e-01   -1.7262527052e+01    9.9536697018e-01    9.9941566030e-01
       401   -1.7263090196e+01    2.3688696271e-01    1.0269051291e+04    1.0269000000e+04    3.1250000000e-01   -1.7262636544e+01    9.9590463499e-01    9.9961047814e-01
       402   -1.7261729007e+01    2.0388160968e-01    1.0274957539e+04    1.0275000000e+04    4.3750000000e-01   -1.7263236839e+01    9.9512671523e-01    9.9912408759e-01
       403   -1.7263737105e+01    2.2004072845e-01    1.0271960952e+04    1.0272000000e+04    3.7500000000e-01   -1.7262955603e+01    9.9543840427e-01    9.9931853583e-01
       404   -1.7267536582e+01    2.1264710998e-01    1.0271111211e+04    1.0271000000e+04    3.1250000000e-01   -1.7262864475e+01    9.9551175353e-01    9.9922110797e-01
       405   -1.7267486386e+01    2.3854646902e-01    1.0272203983e+04    1.0272000000e+04    4.3750000000e-01   -1.7262974603e+01    9.9567512378e-01    9.9922118380e-01
       406   -1.7265563944e+01    2.5725500966e-01    1.0272097064e+04    1.0272000000e+04    3.1250000000e-01   -1.7262999708e+01    9.9502116388e-01    9.9941588785e-01
       407   -1.7268646076e+01    2.2012319939e-01    1.0275156095e+04    1.0275000000e+04    3.1250000000e-01   -1.7263316500e+01    9.9567715983e-01    9.9931873479e-01
       408   -1.7271548797e+01    2.4728200741e-01    1.0274339667e+04    1.0274000000e+04    2.5000000000e-01   -1.7263237547e+01    9.9535117332e-01    9.9941600156e-01
       409   -1.7270509981e+01    2.2451347871e-01    1.0274390498e+04    1.0274000000e+04    1.8750000000e-01   -1.7263265777e+01    9.9591410553e-01    9.9902666926e-01
       410   -1.7271257495e+01    2.4185099030e-01    1.0275363355e+04    1.0275000000e+04    4.3750000000e-01   -1.7263400518e+01    9.9591338704e-01    9.9941605839e-01
       411   -1.7269236695e+01    2.9381916087e-01    1.0279225495e+04    1.0279000000e+04    4.3750000000e-01   -1.7263823568e+01    9.9581959745e-01    9.9941628563e-01
       412   -1.7263308905e+01    2.6729513028e-01    1.0286994584e+04    1.0287000000e+04    3.1250000000e-01   -1.7264637562e+01    9.9580761065e-01    9.9922231943e-01
       413   -1.7265629977e+01    2.1698890444e-01    1.0284002923e+04    1.0284000000e+04    4.3750000000e-01   -1.7264375213e+01    9.9474389359e-01    9.9873590043e-01
       414   -1.7268183601e+01    2.0867030984e-01    1.0278162476e+04    1.0278000000e+04    3.1250000000e-01   -1.7263801872e+01    9.9552705538e-01    9.9902704806e-01
       415   -1.7264479528e+01    2.1287691481e-01    1.0276139755e+04    1.0276000000e+04    3.7500000000e-01   -1.7263624825e+01    9.9499401470e-01    9.9912417283e-01
       416   -1.7265947815e+01    2.0767377822e-01    1.0274094804e+04    1.0274000000e+04    3.7500000000e-01   -1.7263455710e+01    9.9455251970e-01    9.9892933619e-01
       417   -1.7269311210e+01    1.9296515856e-01    1.0271240509e+04    1.0271000000e+04    1.8750000000e-01   -1.7263177355e+01    9.9511846048e-01    9.9951319248e-01
       418   -1.7268545307e+01    2.2979501890e-01    1.0272271704e+04    1.0272000000e+04    3.1250000000e-01   -1.7263292929e+01    9.9546554122e-01    9.9931853583e-01
       419   -1.7270639464e+01    2.6186768106e-01    1.0270303059e+04    1.0270000000e+04    3.1250000000e-01   -1.7263126853e+01    9.9505425226e-01    9.9922103213e-01
       420   -1.7262303558e+01    2.4828351988e-01    1.0271098418e+04    1.0271000000e+04    3.7500000000e-01   -1.7263250294e+01    9.9557011361e-01    9.9951319248e-01
       421   -1.7262313182e+01    2.4206243338e-01    1.0271918756e+04    1.0272000000e+04    2.5000000000e-01   -1.7263380087e+01    9.9507140558e-01    9.9902647975e-01
       422   -1.7258563174e+01    2.3629187374e-01    1.0267873690e+04    1.0268000000e+04    1.8750000000e-01   -1.7262996949e+01    9.9559410415e-01    9.9941566030e-01
       423   -1.7265933296e+01    2.3514668908e-01    1.0271960370e+04    1.0272000000e+04    4.3750000000e-01   -1.7263392770e+01    9.9541447912e-01    9.9961059190e-01
       424   -1.7262620630e+01    2.3132843047e-01    1.0274031517e+04    1.0274000000e+04    3.7500000000e-01   -1.7263582179e+01    9.9558750145e-01    9.9892933619e-01
       425   -1.7264524538e+01    3.0767971999e-01    1.0266971978e+04    1.0267000000e+04    3.1250000000e-01   -1.7262918049e+01    9.9495590957e-01    9.9931820395e-01
       426   -1.7255392215e+01    2.5837930474e-01    1.0264798042e+04    1.0265000000e+04    1.8750000000e-01   -1.7262730397e+01    9.9572189857e-01    9.9931807112e-01
       427   -1.7259729118e+01    2.3545625461e-01    1.0263734682e+04    1.0264000000e+04    2.5000000000e-01   -1.7262645917e+01    9.9520618581e-01    9.9970771629e-01
       428   -1.7256213648e+01    2.5255072185e-01    1.0268731882e+04    1.0269000000e+04    3.7500000000e-01   -1.7263117960e+01    9.9505490122e-01    9.9892881488e-01
       429   -1.7256864422e+01    2.3817553953e-01    1.0264681383e+04    1.0265000000e+04    3.7500000000e-01   -1.7262726658e+01    9.9582403433e-01    9.9912323429e-01
       430   -1.7257818464e+01    2.1817199882e-01    1.0264763801e+04    1.0265000000e+04    2.5000000000e-01   -1.7262714311e+01    9.9530986358e-01    9.9951290794e-01
       431   -1.7264559768e+01    3.0948315867e-01    1.0267909103e+04    1.0268000000e+04    1.2500000000e-01   -1.7262996217e+01    9.9499378819e-01    9.9883132061e-01
       432   -1.7263497307e+01    2.5497788667e-01    1.0266018348e+04    1.0266000000e+04    4.3750000000e-01   -1.7262794047e+01    9.9492459732e-01    9.9902591077e-01
       433   -1.7264409778e+01    2.4693259864e-01    1.0262998811e+04    1.0263000000e+04    3.1250000000e-01   -1.7262514695e+01    9.9589546783e-01    9.9853843905e-01
       434   -1.7266834329e+01    2.9381903343e-01    1.0254134864e+04    1.0254000000e+04    4.3750000000e-01   -1.7261647033e+01    9.9625042560e-01    9.9902477082e-01
       435   -1.7270871659e+01    2.5506930201e-01    1.0255245892e+04    1.0255000000e+04    3.1250000000e-01   -1.7261756877e+01    9.9483446459e-01    9.9882983910e-01
       436   -1.7270124739e+01    2.2784525752e-01    1.0251407964e+04    1.0251000000e+04    3.7500000000e-01   -1.7261386215e+01    9.9529638713e-01    9.9941469125e-01
       437   -1.7270450133e+01    2.2930051019e-01    1.0250447289e+04    1.0250000000e+04    3.7500000000e-01   -1.7261319991e+01    9.9583423483e-01    9.9921951220e-01
       438   -1.7273188791e+01    2.2116440112e-01    1.0248532588e+04    1.0248000000e+04    1.2500000000e-01   -1.7261153788e+01    9.9503433722e-01    9.9892661983e-01
       439   -1.7272284459e+01    2.4178804650e-01    1.0246613329e+04    1.0246000000e+04    4.3750000000e-01   -1.7260988335e+01    9.9640886481e-01    9.9941440562e-01
       440   -1.7271059020e+01    2.3254451293e-01    1.0249522466e+04    1.0249000000e+04    4.3750000000e-01   -1.7261318696e+01    9.9554201550e-01    9.9970728852e-01
       441   -1.7266375021e+01    2.7162541024e-01    1.0254275256e+04    1.0254000000e+04    3.7500000000e-01   -1.7261841163e+01    9.9557501605e-01    9.9902477082e-01
       442   -1.7263119973e+01    2.7488257054e-01    1.0252097065e+04    1.0252000000e+04    3.1250000000e-01   -1.7261677046e+01    9.9551815317e-01    9.9912212251e-01
       443   -1.7270261598e+01    2.6691730135e-01    1.0256240796e+04    1.0256000000e+04    5.0000000000e-01   -1.7262084249e+01    9.9528122066e-01    9.9873244930e-01
       444   -1.7270149394e+01    2.6950737649e-01    1.0257431951e+04    1.0257000000e+04    3.7500000000e-01   -1.7262189298e+01    9.9531041309e-01    9.9941503364e-01
       445   -1.7269899588e+01    2.2880264302e-01    1.0259401269e+04    1.0259000000e+04    3.1250000000e-01   -1.7262412474e+01    9.9556397789e-01    9.9883029535e-01
       446   -1.7268434952e+01    2.2399005438e-01    1.0258359121e+04    1.0258000000e+04    1.8750000000e-01   -1.7262342712e+01    9.9531795542e-01    9.9931760577e-01
       447   -1.7267720158e+01    2.3488586357e-01    1.0267250510e+04    1.0267000000e+04    3.7500000000e-01   -1.7263246530e+01    9.9515726922e-01    9.9961040226e-01
       448   -1.7266866123e+01    2.1532056269e-01    1.0272154472e+04    1.0272000000e+04    3.1250000000e-01   -1.7263755885e+01    9.9545050983e-01    9.9922118380e-01
       449   -1.7267881149e+01    2.4972002862e-01    1.0269188794e+04    1.0269000000e+04    2.5000000000e-01   -1.7263484086e+01    9.9582953949e-01    9.9922095628e-01
       450   -1.7265299878e+01    2.1806239794e-01    1.0270180070e+04    1.0270000000e+04    2.5000000000e-01   -1.7263599204e+01    9.9571440464e-01    9.9941577410e-01
