#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            NonLocalECP         ElecElec            IonIon              BlockWeight         BlockCPU            AcceptRatio         
       117   -1.7261545995e+01    2.9821170256e+02   -3.0856802257e+01    1.3595256262e+01   -5.6730085901e+01    1.8616151946e+00    1.7030905203e+01    6.9807632464e+00    1.0228400000e+05    1.2383555272e+00    9.9742322186e-01
       118   -1.7264281960e+01    2.9829228620e+02   -3.0840823145e+01    1.3576541185e+01   -5.6746883956e+01    1.9021710691e+00    1.7023126496e+01    6.9807632464e+00    1.0240300000e+05    1.2321358351e+00    9.9736806888e-01
       119   -1.7263745172e+01    2.9828255291e+02   -3.0839505728e+01    1.3575760556e+01   -5.6779160524e+01    1.9334172627e+00    1.7025474286e+01    6.9807632464e+00    1.0255700000e+05    1.2889619080e+00    9.9741088149e-01
       120   -1.7262038328e+01    2.9821280903e+02   -3.0831722267e+01    1.3569683938e+01   -5.6771630523e+01    1.9260657830e+00    1.7033079227e+01    6.9807632464e+00    1.0256400000e+05    1.2481826618e+00    9.9744553076e-01
       121   -1.7261393654e+01    2.9821278511e+02   -3.0920388917e+01    1.3658995263e+01   -5.6843235130e+01    1.8875369056e+00    1.7054546061e+01    6.9807632464e+00    1.0264700000e+05    1.2499162758e+00    9.9745726507e-01
       122   -1.7265225855e+01    2.9832184008e+02   -3.0934708360e+01    1.3669482504e+01   -5.6811161592e+01    1.8157651454e+00    1.7079924841e+01    6.9807632464e+00    1.0248700000e+05    1.2479358388e+00    9.9739660077e-01
       123   -1.7267340618e+01    2.9838965565e+02   -3.0852406475e+01    1.3585065856e+01   -5.6703437594e+01    1.8170890817e+00    1.7053178791e+01    6.9807632464e+00    1.0234400000e+05    1.2380512793e+00    9.9750354994e-01
       124   -1.7257003294e+01    2.9804445976e+02   -3.0864934963e+01    1.3607931669e+01   -5.6737636326e+01    1.8605435285e+00    1.7031394588e+01    6.9807632464e+00    1.0240300000e+05    1.2479346035e+00    9.9733652764e-01
       125   -1.7257572894e+01    2.9808629696e+02   -3.0857925302e+01    1.3600352407e+01   -5.6733929671e+01    1.8507629682e+00    1.7044478154e+01    6.9807632464e+00    1.0233300000e+05    1.2338666347e+00    9.9725312319e-01
       126   -1.7260569232e+01    2.9817038627e+02   -3.0781602791e+01    1.3521033559e+01   -5.6651848332e+01    1.8532974578e+00    1.7036184836e+01    6.9807632464e+00    1.0229300000e+05    1.2381527723e+00    9.9743494729e-01
       127   -1.7265370505e+01    2.9831843575e+02   -3.0770172690e+01    1.3504802186e+01   -5.6622238283e+01    1.8454081103e+00    1.7025894235e+01    6.9807632464e+00    1.0234800000e+05    1.2377701812e+00    9.9735926986e-01
       128   -1.7261679680e+01    2.9819415682e+02   -3.0834331029e+01    1.3572651349e+01   -5.6656251301e+01    1.8221189348e+00    1.7019038092e+01    6.9807632464e+00    1.0250200000e+05    1.2492114933e+00    9.9725342416e-01
       129   -1.7260797990e+01    2.9816778683e+02   -3.0749201573e+01    1.3488403584e+01   -5.6661839391e+01    1.8995822862e+00    1.7032292285e+01    6.9807632464e+00    1.0240100000e+05    1.2892197674e+00    9.9742949527e-01
       130   -1.7265955678e+01    2.9836038877e+02   -3.0821474099e+01    1.3555518421e+01   -5.6715317212e+01    1.8811531750e+00    1.7031926692e+01    6.9807632464e+00    1.0252600000e+05    1.2432856426e+00    9.9746975415e-01
       131   -1.7267145077e+01    2.9838784058e+02   -3.0809846702e+01    1.3542701624e+01   -5.6734614501e+01    1.9093598290e+00    1.7034644724e+01    6.9807632464e+00    1.0267800000e+05    1.2477986956e+00    9.9739426838e-01
       132   -1.7264702941e+01    2.9833963146e+02   -3.0839421834e+01    1.3574718893e+01   -5.6750998024e+01    1.8992558406e+00    1.7031557104e+01    6.9807632464e+00    1.0280900000e+05    1.2433806966e+00    9.9744539070e-01
       133   -1.7264378339e+01    2.9831412026e+02   -3.0863467733e+01    1.3599089394e+01   -5.6792458415e+01    1.8986886219e+00    1.7049538813e+01    6.9807632464e+00    1.0287700000e+05    1.2575648041e+00    9.9749089069e-01
       134   -1.7263561292e+01    2.9826796564e+02   -3.0898536934e+01    1.3634975642e+01   -5.6863441281e+01    1.9290645234e+00    1.7055076578e+01    6.9807632464e+00    1.0286100000e+05    1.2520646091e+00    9.9744066349e-01
       135   -1.7257769629e+01    2.9805922122e+02   -3.0939099732e+01    1.3681330103e+01   -5.6901066536e+01    1.9272031579e+00    1.7054000400e+01    6.9807632464e+00    1.0282400000e+05    1.2493950797e+00    9.9724921020e-01
       136   -1.7258710481e+01    2.9813350437e+02   -3.0949251548e+01    1.3690541066e+01   -5.6899542005e+01    1.9182704947e+00    1.7051256716e+01    6.9807632464e+00    1.0252300000e+05    1.2463738751e+00    9.9740988386e-01
       137   -1.7260424106e+01    2.9816602293e+02   -3.0904960807e+01    1.3644536702e+01   -5.6828119337e+01    1.8856630488e+00    1.7056732235e+01    6.9807632464e+00    1.0253100000e+05    1.2455747561e+00    9.9743347338e-01
       138   -1.7263948210e+01    2.9827556088e+02   -3.0867309926e+01    1.3603361716e+01   -5.6773089239e+01    1.8698197704e+00    1.7055196296e+01    6.9807632464e+00    1.0262000000e+05    1.2399908031e+00    9.9749267716e-01
       139   -1.7262214291e+01    2.9820990242e+02   -3.0845734317e+01    1.3583520026e+01   -5.6800878703e+01    1.9177537431e+00    1.7056627397e+01    6.9807632464e+00    1.0272800000e+05    1.2905877048e+00    9.9740471772e-01
       140   -1.7257384734e+01    2.9804387374e+02   -3.0845636609e+01    1.3588251875e+01   -5.6730457572e+01    1.8696547805e+00    1.7034402936e+01    6.9807632464e+00    1.0255800000e+05    1.2465456609e+00    9.9752874856e-01
       141   -1.7258747085e+01    2.9810154334e+02   -3.0821025158e+01    1.3562278074e+01   -5.6711599897e+01    1.8753307654e+00    1.7034480727e+01    6.9807632464e+00    1.0238600000e+05    1.2461678350e+00    9.9732310756e-01
       142   -1.7261384378e+01    2.9818299870e+02   -3.0782505481e+01    1.3521121103e+01   -5.6729586384e+01    1.9261854170e+00    1.7040132240e+01    6.9807632464e+00    1.0233100000e+05    1.2445514471e+00    9.9740168372e-01
       143   -1.7261529128e+01    2.9820119085e+02   -3.0759705476e+01    1.3498176348e+01   -5.6704137582e+01    1.9108258699e+00    1.7052842989e+01    6.9807632464e+00    1.0214800000e+05    1.2383704654e+00    9.9737573447e-01
       144   -1.7248213689e+01    2.9772685809e+02   -3.0739218439e+01    1.3491004750e+01   -5.6725230575e+01    1.9475109177e+00    1.7057737972e+01    6.9807632464e+00    1.0212900000e+05    1.2406513226e+00    9.9738565624e-01
       145   -1.7254236056e+01    2.9794799638e+02   -3.0685638971e+01    1.3431402914e+01   -5.6653305808e+01    1.9312353708e+00    1.7055668221e+01    6.9807632464e+00    1.0207700000e+05    1.2355161649e+00    9.9731316591e-01
       146   -1.7256682028e+01    2.9806732289e+02   -3.0776170657e+01    1.3519488629e+01   -5.6802498931e+01    1.9687842255e+00    1.7076780803e+01    6.9807632464e+00    1.0204900000e+05    1.2436503579e+00    9.9731304629e-01
       147   -1.7255495461e+01    2.9798630670e+02   -3.0914400093e+01    1.3658904632e+01   -5.6950873622e+01    1.9570965785e+00    1.7098613704e+01    6.9807632464e+00    1.0198200000e+05    1.2274480728e+00    9.9734895031e-01
       148   -1.7259265255e+01    2.9813596019e+02   -3.0903685402e+01    1.3644420147e+01   -5.6910255498e+01    1.9230453903e+00    1.7102761459e+01    6.9807632464e+00    1.0198200000e+05    1.2381725179e+00    9.9733889002e-01
       149   -1.7261682038e+01    2.9821370017e+02   -3.0890086100e+01    1.3628404062e+01   -5.6913880368e+01    1.9435293430e+00    1.7099501679e+01    6.9807632464e+00    1.0186000000e+05    1.2816673114e+00    9.9736075486e-01
       150   -1.7258396553e+01    2.9808437630e+02   -3.0892403495e+01    1.3634006943e+01   -5.6920927867e+01    1.9470545013e+00    1.7100706624e+01    6.9807632464e+00    1.0176000000e+05    1.2225231838e+00    9.9722865560e-01
       151   -1.7256782670e+01    2.9802691617e+02   -3.0887733536e+01    1.3630950865e+01   -5.6911264807e+01    1.9498588301e+00    1.7092909195e+01    6.9807632464e+00    1.0178800000e+05    1.2275564334e+00    9.9737086628e-01
       152   -1.7254313494e+01    2.9794967644e+02   -3.0808098598e+01    1.3553785105e+01   -5.6790163116e+01    1.9375922364e+00    1.7063709035e+01    6.9807632464e+00    1.0182400000e+05    1.2319293578e+00    9.9737406946e-01
       153   -1.7255510389e+01    2.9798126207e+02   -3.0823216016e+01    1.3567705627e+01   -5.6776916077e+01    1.9285434327e+00    1.7044393382e+01    6.9807632464e+00    1.0172400000e+05    1.2467511962e+00    9.9745052697e-01
       154   -1.7257175880e+01    2.9806275507e+02   -3.0829467328e+01    1.3572291448e+01   -5.6841957240e+01    1.9686795397e+00    1.7063047125e+01    6.9807632464e+00    1.0169900000e+05    1.2427978126e+00    9.9748513166e-01
       155   -1.7257456459e+01    2.9804180765e+02   -3.0887078791e+01    1.3629622332e+01   -5.6785078958e+01    1.8573455175e+00    1.7059891403e+01    6.9807632464e+00    1.0172000000e+05    1.2427968506e+00    9.9742174951e-01
       156   -1.7258895840e+01    2.9810761313e+02   -3.0852408075e+01    1.3593512235e+01   -5.6741580612e+01    1.8672813726e+00    1.7041127918e+01    6.9807632464e+00    1.0172100000e+05    1.2399349337e+00    9.9740388654e-01
       157   -1.7255736296e+01    2.9799177112e+02   -3.0867156843e+01    1.3611420546e+01   -5.6771060660e+01    1.8841943179e+00    1.7038946253e+01    6.9807632464e+00    1.0165900000e+05    1.2479923631e+00    9.9738036649e-01
       158   -1.7258622179e+01    2.9808703981e+02   -3.0852840779e+01    1.3594218599e+01   -5.6784481914e+01    1.9092579159e+00    1.7041619973e+01    6.9807632464e+00    1.0180400000e+05    1.2379831298e+00    9.9737960788e-01
       159   -1.7263194999e+01    2.9824804075e+02   -3.0822537095e+01    1.3559342096e+01   -5.6736595578e+01    1.9011582323e+00    1.7032137004e+01    6.9807632464e+00    1.0176600000e+05    1.2843103638e+00    9.9740006040e-01
       160   -1.7257018994e+01    2.9804855144e+02   -3.0829607983e+01    1.3572588988e+01   -5.6747694899e+01    1.9056023664e+00    1.7031721303e+01    6.9807632464e+00    1.0168600000e+05    1.2304490379e+00    9.9738039037e-01
       161   -1.7258530996e+01    2.9808884061e+02   -3.0806185316e+01    1.3547654320e+01   -5.6742695777e+01    1.9276094433e+00    1.7028137771e+01    6.9807632464e+00    1.0152100000e+05    1.2361583511e+00    9.9724251623e-01
       162   -1.7258168700e+01    2.9809271476e+02   -3.0866379909e+01    1.3608211209e+01   -5.6799270002e+01    1.8871303879e+00    1.7064996459e+01    6.9807632464e+00    1.0151900000e+05    1.2244949697e+00    9.9734899907e-01
       163   -1.7258747485e+01    2.9809674009e+02   -3.0881282138e+01    1.3622534653e+01   -5.6758774400e+01    1.8315552507e+00    1.7065173765e+01    6.9807632464e+00    1.0162600000e+05    1.2269829057e+00    9.9737091896e-01
       164   -1.7260206832e+01    2.9816463053e+02   -3.0928263284e+01    1.3668056451e+01   -5.6860367132e+01    1.8783573856e+00    1.7072983216e+01    6.9807632464e+00    1.0181000000e+05    1.2385452189e+00    9.9737979859e-01
       165   -1.7260788238e+01    2.9817717895e+02   -3.0837696407e+01    1.3576908169e+01   -5.6784386353e+01    1.9067934678e+00    1.7059133232e+01    6.9807632464e+00    1.0173100000e+05    1.2322767165e+00    9.9745650518e-01
       166   -1.7259632100e+01    2.9812857237e+02   -3.0876086515e+01    1.3616454415e+01   -5.6725828837e+01    1.8275887951e+00    1.7041390281e+01    6.9807632464e+00    1.0184900000e+05    1.2272368552e+00    9.9731078007e-01
       167   -1.7257577164e+01    2.9805177999e+02   -3.0887246653e+01    1.3629669489e+01   -5.6782853044e+01    1.8443688937e+00    1.7070474251e+01    6.9807632464e+00    1.0189000000e+05    1.2439188281e+00    9.9738061906e-01
       168   -1.7255338253e+01    2.9796675540e+02   -3.0833866270e+01    1.3578528017e+01   -5.6717616630e+01    1.8523551885e+00    1.7050631925e+01    6.9807632464e+00    1.0192600000e+05    1.2380718733e+00    9.9736092175e-01
       169   -1.7255026496e+01    2.9795926324e+02   -3.0765133214e+01    1.3510106718e+01   -5.6712042319e+01    1.9200594358e+00    1.7046086423e+01    6.9807632464e+00    1.0185700000e+05    1.2749988911e+00    9.9746213348e-01
       170   -1.7261614915e+01    2.9821136027e+02   -3.0787275004e+01    1.3525660089e+01   -5.6754636275e+01    1.9394165744e+00    1.7047181450e+01    6.9807632464e+00    1.0188300000e+05    1.2380758488e+00    9.9751664682e-01
       171   -1.7258616181e+01    2.9808268501e+02   -3.0751120689e+01    1.3492504508e+01   -5.6700029563e+01    1.9257845575e+00    1.7042361070e+01    6.9807632464e+00    1.0191200000e+05    1.2322154036e+00    9.9738496497e-01
       172   -1.7261120034e+01    2.9816535322e+02   -3.0825979941e+01    1.3564859907e+01   -5.6750731145e+01    1.8922273001e+00    1.7051760658e+01    6.9807632464e+00    1.0199300000e+05    1.2374445328e+00    9.9742718571e-01
       173   -1.7256100776e+01    2.9800645222e+02   -3.0885557900e+01    1.3629457124e+01   -5.6819327524e+01    1.9089750196e+00    1.7044031358e+01    6.9807632464e+00    1.0200000000e+05    1.2389121173e+00    9.9737255501e-01
       174   -1.7258441571e+01    2.9809784172e+02   -3.0865181507e+01    1.3606739937e+01   -5.6855408872e+01    1.9695646264e+00    1.7039899492e+01    6.9807632464e+00    1.0201300000e+05    1.2361118673e+00    9.9740642315e-01
       175   -1.7258625241e+01    2.9809900299e+02   -3.0838455889e+01    1.3579830647e+01   -5.6786508012e+01    1.9294190154e+00    1.7037869861e+01    6.9807632464e+00    1.0191400000e+05    1.2450511649e+00    9.9739355028e-01
       176   -1.7258720657e+01    2.9812480543e+02   -3.0760443882e+01    1.3501723226e+01   -5.6647822895e+01    1.8931129396e+00    1.7013502826e+01    6.9807632464e+00    1.0179800000e+05    1.2358549691e+00    9.9727545726e-01
       177   -1.7259737341e+01    2.9813697747e+02   -3.0733229880e+01    1.3473492539e+01   -5.6589578737e+01    1.8678709023e+00    1.7007714709e+01    6.9807632464e+00    1.0195800000e+05    1.2351351027e+00    9.9744698946e-01
       178   -1.7259423072e+01    2.9812622961e+02   -3.0761168686e+01    1.3501745614e+01   -5.6671762727e+01    1.9004394914e+00    1.7029391304e+01    6.9807632464e+00    1.0195700000e+05    1.2293785258e+00    9.9746036159e-01
       179   -1.7257477282e+01    2.9805573080e+02   -3.0820520476e+01    1.3563043194e+01   -5.6727815639e+01    1.9067273890e+00    1.7019804528e+01    6.9807632464e+00    1.0179100000e+05    1.2665413391e+00    9.9735937907e-01
       180   -1.7251300023e+01    2.9784481740e+02   -3.0814037168e+01    1.3562737145e+01   -5.6695547296e+01    1.8933983609e+00    1.7007348521e+01    6.9807632464e+00    1.0192200000e+05    1.2433131497e+00    9.9723176439e-01
       181   -1.7257442042e+01    2.9808331683e+02   -3.0829530075e+01    1.3572088033e+01   -5.6748961613e+01    1.9083977619e+00    1.7030270529e+01    6.9807632464e+00    1.0200900000e+05    1.2347029725e+00    9.9731875201e-01
       182   -1.7262607518e+01    2.9822824970e+02   -3.0885336586e+01    1.3622729068e+01   -5.6838240132e+01    1.9166209690e+00    1.7055519330e+01    6.9807632464e+00    1.0191800000e+05    1.2306990693e+00    9.9737457108e-01
       183   -1.7260266372e+01    2.9815097143e+02   -3.0911261670e+01    1.3650995297e+01   -5.6865597218e+01    1.9239656052e+00    1.7049606697e+01    6.9807632464e+00    1.0181300000e+05    1.2392984791e+00    9.9742434790e-01
       184   -1.7260422204e+01    2.9815577785e+02   -3.0868768192e+01    1.3608345987e+01   -5.6782805200e+01    1.8852022700e+00    1.7048071491e+01    6.9807632464e+00    1.0172500000e+05    1.2277447481e+00    9.9747485612e-01
       185   -1.7257654817e+01    2.9806654049e+02   -3.0863274840e+01    1.3605620023e+01   -5.6719582436e+01    1.8325088033e+00    1.7043035547e+01    6.9807632464e+00    1.0189700000e+05    1.2325287493e+00    9.9738657258e-01
       186   -1.7257757397e+01    2.9806663991e+02   -3.0765518486e+01    1.3507761090e+01   -5.6645780768e+01    1.8600937107e+00    1.7039405325e+01    6.9807632464e+00    1.0187200000e+05    1.2279191401e+00    9.9737703277e-01
       187   -1.7266008769e+01    2.9834572110e+02   -3.0811354416e+01    1.3545345647e+01   -5.6718340223e+01    1.8709826891e+00    1.7055239871e+01    6.9807632464e+00    1.0187600000e+05    1.2434873601e+00    9.9743146255e-01
       188   -1.7259611351e+01    2.9813363084e+02   -3.0734639208e+01    1.3475027856e+01   -5.6651390383e+01    1.8679760058e+00    1.7068011923e+01    6.9807632464e+00    1.0217300000e+05    1.2289172021e+00    9.9745950026e-01
       189   -1.7259412217e+01    2.9813246454e+02   -3.0791620400e+01    1.3532208183e+01   -5.6654713729e+01    1.8199240120e+00    1.7062406071e+01    6.9807632464e+00    1.0232300000e+05    1.2897682183e+00    9.9733654612e-01
       190   -1.7257083282e+01    2.9807372973e+02   -3.0765917844e+01    1.3508834562e+01   -5.6687759168e+01    1.8850124890e+00    1.7056065588e+01    6.9807632464e+00    1.0236400000e+05    1.2547339924e+00    9.9743055179e-01
       191   -1.7256985212e+01    2.9804934472e+02   -3.0779632117e+01    1.3522646906e+01   -5.6776528575e+01    1.9641980095e+00    1.7051935202e+01    6.9807632464e+00    1.0243400000e+05    1.2482427196e+00    9.9749485145e-01
       192   -1.7259498428e+01    2.9812529520e+02   -3.0812277385e+01    1.3552778958e+01   -5.6756954070e+01    1.8996553030e+00    1.7064258135e+01    6.9807632464e+00    1.0233300000e+05    1.2357050596e+00    9.9745103477e-01
       193   -1.7261073468e+01    2.9819229057e+02   -3.0810264444e+01    1.3549190976e+01   -5.6796451571e+01    1.9446347789e+00    1.7060789102e+01    6.9807632464e+00    1.0227100000e+05    1.2340418539e+00    9.9731718488e-01
       194   -1.7260968890e+01    2.9816929948e+02   -3.0870580761e+01    1.3609611870e+01   -5.6830419600e+01    1.9290839432e+00    1.7049991650e+01    6.9807632464e+00    1.0228600000e+05    1.2385804216e+00    9.9733979372e-01
       195   -1.7256714269e+01    2.9803066678e+02   -3.0811028417e+01    1.3554314148e+01   -5.6646194434e+01    1.8358900069e+00    1.7018512763e+01    6.9807632464e+00    1.0212100000e+05    1.2386039690e+00    9.9738848609e-01
       196   -1.7258584929e+01    2.9809297492e+02   -3.0762414694e+01    1.3503829764e+01   -5.6622648072e+01    1.8808263913e+00    1.6998643740e+01    6.9807632464e+00    1.0199600000e+05    1.2429576771e+00    9.9746040419e-01
       197   -1.7255735806e+01    2.9799616651e+02   -3.0660582612e+01    1.3404846806e+01   -5.6541832278e+01    1.8859510265e+00    1.7014535394e+01    6.9807632464e+00    1.0200100000e+05    1.2353313468e+00    9.9747819973e-01
       198   -1.7252942939e+01    2.9789368220e+02   -3.0724213435e+01    1.3471270496e+01   -5.6622512664e+01    1.9031036068e+00    1.7014432376e+01    6.9807632464e+00    1.0205100000e+05    1.2406212297e+00    9.9740673298e-01
       199   -1.7257973387e+01    2.9807012063e+02   -3.0707509008e+01    1.3449535621e+01   -5.6621639482e+01    1.9200960795e+00    1.7013271148e+01    6.9807632464e+00    1.0209300000e+05    1.2766417155e+00    9.9745450610e-01
