#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             LocalECP            IonIon              ElecElec            BlockWeight         BlockCPU            AcceptRatio         
       125   -8.5504443970e+00    7.3253792037e+01   -1.6212301855e+01    7.6618574581e+00   -1.1938545139e+01   -3.6892268292e+00   -5.8452988667e-01    1.0228200000e+05    2.4798603113e-01    9.9717928717e-01
       126   -8.5494947202e+00    7.3239559558e+01   -1.6136404232e+01    7.5869095121e+00   -1.1857716230e+01   -3.6892268292e+00   -5.8946117331e-01    1.0243200000e+05    2.4391742581e-01    9.9703160204e-01
       127   -8.5494771465e+00    7.3238327152e+01   -1.6147070682e+01    7.5975935355e+00   -1.1865459513e+01   -3.6892268292e+00   -5.9238433956e-01    1.0249500000e+05    2.4189351888e-01    9.9710699661e-01
       128   -8.5567747289e+00    7.3365095651e+01   -1.6079372129e+01    7.5225974005e+00   -1.1808668857e+01   -3.6892268292e+00   -5.8147644273e-01    1.0260200000e+05    2.4106921069e-01    9.9710469073e-01
       129   -8.5558227680e+00    7.3347217497e+01   -1.6103929226e+01    7.5481064581e+00   -1.1833008356e+01   -3.6892268292e+00   -5.8169404117e-01    1.0278700000e+05    2.5104029513e-01    9.9700313761e-01
       130   -8.5501958476e+00    7.3249247988e+01   -1.6130011434e+01    7.5798155860e+00   -1.1851730934e+01   -3.6892268292e+00   -5.8905367027e-01    1.0290900000e+05    2.4685399694e-01    9.9704048922e-01
       131   -8.5507142613e+00    7.3257417038e+01   -1.6116653479e+01    7.5659392174e+00   -1.1834087959e+01   -3.6892268292e+00   -5.9333869049e-01    1.0298900000e+05    2.4522837937e-01    9.9705823753e-01
       132   -8.5496832780e+00    7.3239409776e+01   -1.6171031117e+01    7.6213478393e+00   -1.1887533539e+01   -3.6892268292e+00   -5.9427074930e-01    1.0299100000e+05    2.4624149056e-01    9.9689524228e-01
       133   -8.5463797320e+00    7.3180565937e+01   -1.6217961382e+01    7.6715816496e+00   -1.1932752785e+01   -3.6892268292e+00   -5.9598176718e-01    1.0309600000e+05    2.4833430794e-01    9.9706293124e-01
       134   -8.5468930950e+00    7.3191375682e+01   -1.6198549992e+01    7.6516568972e+00   -1.1922057730e+01   -3.6892268292e+00   -5.8726543302e-01    1.0300800000e+05    2.4628720663e-01    9.9710015529e-01
       135   -8.5512360556e+00    7.3267162682e+01   -1.6234661164e+01    7.6834251089e+00   -1.1977100308e+01   -3.6892268292e+00   -5.6833402706e-01    1.0305600000e+05    2.4800145400e-01    9.9707406685e-01
       136   -8.5472949178e+00    7.3198882126e+01   -1.6159627947e+01    7.6123330296e+00   -1.1890181762e+01   -3.6892268292e+00   -5.8021935652e-01    1.0311400000e+05    2.4293264019e-01    9.9711729720e-01
       137   -8.5461512524e+00    7.3178436409e+01   -1.6112659379e+01    7.5665081265e+00   -1.1831729516e+01   -3.6892268292e+00   -5.9170303354e-01    1.0311100000e+05    2.4834976750e-01    9.9711259017e-01
       138   -8.5477412352e+00    7.3206416369e+01   -1.6141030351e+01    7.5932891161e+00   -1.1864136181e+01   -3.6892268292e+00   -5.8766734078e-01    1.0299300000e+05    2.4536525338e-01    9.9716482393e-01
       139   -8.5519778109e+00    7.3279419907e+01   -1.6062023671e+01    7.5100458602e+00   -1.1788732780e+01   -3.6892268292e+00   -5.8406406191e-01    1.0305400000e+05    2.4291600863e-01    9.9702057241e-01
       140   -8.5500687375e+00    7.3246757865e+01   -1.6117059364e+01    7.5669906268e+00   -1.1829040241e+01   -3.6892268292e+00   -5.9879229391e-01    1.0314100000e+05    2.4851263775e-01    9.9709590938e-01
       141   -8.5529080251e+00    7.3299176518e+01   -1.6089887028e+01    7.5369790025e+00   -1.1815945287e+01   -3.6892268292e+00   -5.8471491097e-01    1.0324300000e+05    2.4578266094e-01    9.9719117074e-01
       142   -8.5511257011e+00    7.3267439221e+01   -1.6187024278e+01    7.6358985771e+00   -1.1921838095e+01   -3.6892268292e+00   -5.7595935396e-01    1.0315600000e+05    2.4532695706e-01    9.9703163101e-01
       143   -8.5499364024e+00    7.3244727563e+01   -1.6095207399e+01    7.5452709962e+00   -1.1815102281e+01   -3.6892268292e+00   -5.9087828784e-01    1.0306600000e+05    2.4817568044e-01    9.9707691231e-01
       144   -8.5519161357e+00    7.3278076502e+01   -1.6084039200e+01    7.5321230641e+00   -1.1806016859e+01   -3.6892268292e+00   -5.8879551179e-01    1.0303600000e+05    2.4637116356e-01    9.9725112043e-01
       145   -8.5513934828e+00    7.3267253875e+01   -1.6037731769e+01    7.4863382862e+00   -1.1753493399e+01   -3.6892268292e+00   -5.9501154035e-01    1.0308400000e+05    2.4425830919e-01    9.9708713091e-01
       146   -8.5533682851e+00    7.3302768861e+01   -1.6095112536e+01    7.5417442510e+00   -1.1817536588e+01   -3.6892268292e+00   -5.8834911857e-01    1.0315400000e+05    2.4732388869e-01    9.9724190902e-01
       147   -8.5539379244e+00    7.3313412851e+01   -1.6118379587e+01    7.5644416630e+00   -1.1840522948e+01   -3.6892268292e+00   -5.8862981005e-01    1.0325400000e+05    2.4925349544e-01    9.9705277316e-01
       148   -8.5560186804e+00    7.3347193201e+01   -1.6018388653e+01    7.4623699730e+00   -1.1737124454e+01   -3.6892268292e+00   -5.9203737006e-01    1.0332800000e+05    2.5380258556e-01    9.9700257178e-01
       149   -8.5480196578e+00    7.3210525737e+01   -1.6003911346e+01    7.4558916886e+00   -1.1717872486e+01   -3.6892268292e+00   -5.9681203115e-01    1.0326600000e+05    2.4936884950e-01    9.9709968544e-01
       150   -8.5537506797e+00    7.3307427835e+01   -1.6110954462e+01    7.5572037819e+00   -1.1833204364e+01   -3.6892268292e+00   -5.8852326877e-01    1.0326100000e+05    2.4549513213e-01    9.9714050166e-01
       151   -8.5489297637e+00    7.3226416066e+01   -1.6075891964e+01    7.5269621999e+00   -1.1790041467e+01   -3.6892268292e+00   -5.9662366705e-01    1.0328400000e+05    2.4955149544e-01    9.9702048677e-01
       152   -8.5495721842e+00    7.3236916627e+01   -1.6056931613e+01    7.5073594285e+00   -1.1768329591e+01   -3.6892268292e+00   -5.9937519271e-01    1.0334500000e+05    2.4298381656e-01    9.9700977944e-01
       153   -8.5497567637e+00    7.3241257186e+01   -1.5991398854e+01    7.4416420907e+00   -1.1702370779e+01   -3.6892268292e+00   -5.9980124637e-01    1.0327900000e+05    2.5048338788e-01    9.9712696922e-01
       154   -8.5514733473e+00    7.3269500206e+01   -1.6079603164e+01    7.5281298162e+00   -1.1795022904e+01   -3.6892268292e+00   -5.9535343050e-01    1.0326200000e+05    2.4831076475e-01    9.9712411329e-01
       155   -8.5500400202e+00    7.3248428596e+01   -1.6135680087e+01    7.5856400672e+00   -1.1864592779e+01   -3.6892268292e+00   -5.8186047942e-01    1.0310000000e+05    2.4374391163e-01    9.9718990873e-01
       156   -8.5497170874e+00    7.3241819212e+01   -1.6202648737e+01    7.6529316491e+00   -1.1931259227e+01   -3.6892268292e+00   -5.8216268046e-01    1.0295700000e+05    2.4928274881e-01    9.9698458179e-01
       157   -8.5479133435e+00    7.3208972264e+01   -1.6189830314e+01    7.6419169700e+00   -1.1919248603e+01   -3.6892268292e+00   -5.8135488098e-01    1.0286900000e+05    2.4213371481e-01    9.9709864391e-01
       158   -8.5453293540e+00    7.3164241339e+01   -1.6170112712e+01    7.6247833584e+00   -1.1900954488e+01   -3.6892268292e+00   -5.7993139517e-01    1.0280100000e+05    2.4511098375e-01    9.9705257358e-01
       159   -8.5450938811e+00    7.3159617596e+01   -1.6143852616e+01    7.5987587353e+00   -1.1860014363e+01   -3.6892268292e+00   -5.9461142409e-01    1.0272800000e+05    2.5378334437e-01    9.9716745715e-01
       160   -8.5491192268e+00    7.3228730827e+01   -1.6080149458e+01    7.5310302309e+00   -1.1797700117e+01   -3.6892268292e+00   -5.9322251183e-01    1.0284800000e+05    2.4957922800e-01    9.9719683805e-01
       161   -8.5482879399e+00    7.3213751647e+01   -1.6059286385e+01    7.5109984451e+00   -1.1779865285e+01   -3.6892268292e+00   -5.9019427111e-01    1.0279700000e+05    2.4647211900e-01    9.9708965930e-01
       162   -8.5496033123e+00    7.3238592475e+01   -1.6117013110e+01    7.5674097979e+00   -1.1839944417e+01   -3.6892268292e+00   -5.8784186428e-01    1.0259500000e+05    2.4761957244e-01    9.9713948304e-01
       163   -8.5449696317e+00    7.3157965652e+01   -1.6130741668e+01    7.5857720363e+00   -1.1852309925e+01   -3.6892268292e+00   -5.8920491387e-01    1.0247400000e+05    2.4287929894e-01    9.9712899543e-01
       164   -8.5486434173e+00    7.3223174912e+01   -1.6164337992e+01    7.6156945745e+00   -1.1900901714e+01   -3.6892268292e+00   -5.7420944846e-01    1.0252700000e+05    2.4744357650e-01    9.9702938903e-01
       165   -8.5459009036e+00    7.3175064166e+01   -1.6119651171e+01    7.5737502671e+00   -1.1845825893e+01   -3.6892268292e+00   -5.8459844811e-01    1.0257700000e+05    2.4657653644e-01    9.9702479694e-01
       166   -8.5470196641e+00    7.3195484925e+01   -1.6082211045e+01    7.5351913807e+00   -1.1810151099e+01   -3.6892268292e+00   -5.8283311678e-01    1.0234800000e+05    2.4592483956e-01    9.9711055596e-01
       167   -8.5510662385e+00    7.3263485196e+01   -1.6094865503e+01    7.5437992648e+00   -1.1824552083e+01   -3.6892268292e+00   -5.8108659067e-01    1.0238000000e+05    2.4769291044e-01    9.9715009892e-01
       168   -8.5462714110e+00    7.3180653916e+01   -1.6136106583e+01    7.5898351722e+00   -1.1858391379e+01   -3.6892268292e+00   -5.8848837547e-01    1.0240400000e+05    2.5098698519e-01    9.9714833734e-01
       169   -8.5416145783e+00    7.3099048327e+01   -1.6088091449e+01    7.5464768702e+00   -1.1793597333e+01   -3.6892268292e+00   -6.0526728666e-01    1.0244700000e+05    2.4719730856e-01    9.9712790640e-01
       170   -8.5461626996e+00    7.3182408292e+01   -1.6026046323e+01    7.4798836235e+00   -1.1753619451e+01   -3.6892268292e+00   -5.8320004242e-01    1.0233000000e+05    2.3893978844e-01    9.9712017822e-01
       171   -8.5478383821e+00    7.3212364837e+01   -1.6033039170e+01    7.4852007881e+00   -1.1775184563e+01   -3.6892268292e+00   -5.6862777748e-01    1.0226800000e+05    2.4314266844e-01    9.9702949765e-01
       172   -8.5478704309e+00    7.3211937968e+01   -1.6037863650e+01    7.4899932196e+00   -1.1781015705e+01   -3.6892268292e+00   -5.6762111631e-01    1.0226500000e+05    2.4960291081e-01    9.9696646048e-01
       173   -8.5472603485e+00    7.3199906110e+01   -1.6124316746e+01    7.5770563977e+00   -1.1857098456e+01   -3.6892268292e+00   -5.7799146125e-01    1.0219400000e+05    2.4369474619e-01    9.9710408736e-01
       174   -8.5445893857e+00    7.3151897639e+01   -1.6155339992e+01    7.6107506059e+00   -1.1880584879e+01   -3.6892268292e+00   -5.8552828374e-01    1.0208600000e+05    2.4423187131e-01    9.9732555325e-01
       175   -8.5455897445e+00    7.3170883530e+01   -1.6069338885e+01    7.5237491410e+00   -1.1795611268e+01   -3.6892268292e+00   -5.8450078825e-01    1.0214000000e+05    2.4224074550e-01    9.9723651418e-01
       176   -8.5477530253e+00    7.3208320633e+01   -1.6065566762e+01    7.5178137369e+00   -1.1791602530e+01   -3.6892268292e+00   -5.8473740293e-01    1.0207700000e+05    2.4455974537e-01    9.9709575531e-01
       177   -8.5462774086e+00    7.3183583155e+01   -1.6179003997e+01    7.6327265882e+00   -1.1918905464e+01   -3.6892268292e+00   -5.7087170337e-01    1.0200200000e+05    2.4288412212e-01    9.9702949454e-01
       178   -8.5490890493e+00    7.3231349288e+01   -1.6159680266e+01    7.6105912164e+00   -1.1900437342e+01   -3.6892268292e+00   -5.7001609424e-01    1.0218300000e+05    2.4148527238e-01    9.9703166925e-01
       179   -8.5517224907e+00    7.3279642110e+01   -1.6176524034e+01    7.6248015431e+00   -1.1935676914e+01   -3.6892268292e+00   -5.5162029054e-01    1.0234200000e+05    2.4319082138e-01    9.9715124095e-01
       180   -8.5504208050e+00    7.3254344450e+01   -1.6091573934e+01    7.5411531287e+00   -1.1834756358e+01   -3.6892268292e+00   -5.6759074623e-01    1.0227500000e+05    2.4397233500e-01    9.9719209949e-01
       181   -8.5502701445e+00    7.3253323462e+01   -1.6105115341e+01    7.5548451968e+00   -1.1846091699e+01   -3.6892268292e+00   -5.6979681306e-01    1.0219000000e+05    2.4271322681e-01    9.9715726395e-01
       182   -8.5520268637e+00    7.3283534881e+01   -1.6159414543e+01    7.6073876792e+00   -1.1903418120e+01   -3.6892268292e+00   -5.6676959368e-01    1.0216500000e+05    2.4538906456e-01    9.9694134379e-01
       183   -8.5497553478e+00    7.3244139477e+01   -1.6216141783e+01    7.6663864348e+00   -1.1957436094e+01   -3.6892268292e+00   -5.6947885905e-01    1.0211000000e+05    2.4134062281e-01    9.9702039760e-01
       184   -8.5509567372e+00    7.3263248544e+01   -1.6149973812e+01    7.5990170746e+00   -1.1893142779e+01   -3.6892268292e+00   -5.6760420329e-01    1.0214900000e+05    2.4028483444e-01    9.9714150446e-01
       185   -8.5527041923e+00    7.3291543492e+01   -1.6192564744e+01    7.6398605520e+00   -1.1934823371e+01   -3.6892268292e+00   -5.6851454389e-01    1.0224500000e+05    2.4470776725e-01    9.9703349015e-01
       186   -8.5547817493e+00    7.3329289359e+01   -1.6212917515e+01    7.6581357654e+00   -1.1958871810e+01   -3.6892268292e+00   -5.6481887576e-01    1.0225800000e+05    2.4141410731e-01    9.9702702068e-01
       187   -8.5509976021e+00    7.3263446240e+01   -1.6125698838e+01    7.5747012358e+00   -1.1866685683e+01   -3.6892268292e+00   -5.6978632569e-01    1.0215700000e+05    2.4163826625e-01    9.9703196192e-01
       188   -8.5508015660e+00    7.3258308375e+01   -1.6184589991e+01    7.6337884253e+00   -1.1920264935e+01   -3.6892268292e+00   -5.7509822694e-01    1.0218500000e+05    2.4370082069e-01    9.9701034843e-01
       189   -8.5486678125e+00    7.3223440818e+01   -1.6141422269e+01    7.5927544566e+00   -1.1875242900e+01   -3.6892268292e+00   -5.7695253937e-01    1.0224900000e+05    2.4534933450e-01    9.9712203454e-01
       190   -8.5461834206e+00    7.3180361028e+01   -1.6121631992e+01    7.5754485718e+00   -1.1852120600e+01   -3.6892268292e+00   -5.8028456320e-01    1.0232800000e+05    2.4680553944e-01    9.9694563223e-01
       191   -8.5456526684e+00    7.3172101877e+01   -1.6175467816e+01    7.6298151476e+00   -1.1916907062e+01   -3.6892268292e+00   -5.6933392427e-01    1.0242800000e+05    2.4480496088e-01    9.9697117378e-01
       192   -8.5469787749e+00    7.3193754248e+01   -1.6106698419e+01    7.5597196439e+00   -1.1844665395e+01   -3.6892268292e+00   -5.7280619476e-01    1.0234900000e+05    2.3944680594e-01    9.9708077198e-01
       193   -8.5446444104e+00    7.3154649797e+01   -1.6168431727e+01    7.6237873165e+00   -1.1904255379e+01   -3.6892268292e+00   -5.7494951816e-01    1.0249800000e+05    2.4391009606e-01    9.9697070812e-01
       194   -8.5481621694e+00    7.3214559865e+01   -1.6167983911e+01    7.6198217414e+00   -1.1913159571e+01   -3.6892268292e+00   -5.6559751019e-01    1.0235600000e+05    2.4300474619e-01    9.9700838821e-01
       195   -8.5431134754e+00    7.3126946577e+01   -1.6132380826e+01    7.5892673508e+00   -1.1849788240e+01   -3.6892268292e+00   -5.9336575701e-01    1.0234800000e+05    2.4557291050e-01    9.9707835196e-01
       196   -8.5435295831e+00    7.3133313459e+01   -1.6077474323e+01    7.5339447399e+00   -1.1791806762e+01   -3.6892268292e+00   -5.9644073155e-01    1.0244800000e+05    2.4211673606e-01    9.9714212889e-01
       197   -8.5431088261e+00    7.3126884179e+01   -1.6136905456e+01    7.5937966301e+00   -1.1849963930e+01   -3.6892268292e+00   -5.9771469718e-01    1.0246900000e+05    2.4350604950e-01    9.9717245029e-01
       198   -8.5473943603e+00    7.3203903633e+01   -1.6193075766e+01    7.6456814053e+00   -1.1917788218e+01   -3.6892268292e+00   -5.8606071808e-01    1.0228600000e+05    2.4333428425e-01    9.9694772572e-01
       199   -8.5451456822e+00    7.3165710177e+01   -1.6113112159e+01    7.5679664767e+00   -1.1829202737e+01   -3.6892268292e+00   -5.9468259238e-01    1.0234500000e+05    2.4631782581e-01    9.9709327093e-01
